id,Timestamp,Tanggal hari ini ,Pertemuan ke-,Kualitas materi ,Siapa trainer pada hari ini ?,Bagaimana menurut Trainer pada hari ini ?,Kualitas trainer ,Apakah ada saran secara keseluruhan ?,Kamu mengikuti Bootcamp Batch ?,Tanggal hari ini,Pertemuan ke
e475dfa1-7057-4718-8cec-82e17d598919,11/23/2023 21:20:27,11/23/2023,"Machine Learning 2 - Supervised Learning Classification, Studi Kasus Classification (Code)",5,mf,Sangat baik,5,-,,,
e475dfa1-7057-4718-8cec-82e17d598919,11/28/2023 21:41:35,11/28/2023,"Machine Learning 3 - Regression, Uji asumsi klasik regression data, Studi Kasus Regression (Code)",5,je,Sangat Baik,5,-,,,
e475dfa1-7057-4718-8cec-82e17d598919,11/30/2023 21:05:22,11/30/2023,"Machine Learning 4 - Clustering Unsupervised Learning, Studi Kasus Clustering (Code)",5,je,Sangat baik,5,-,,,
b65d1017-228d-483a-b0eb-3ac26cc9e9bd,12/14/2023 21:23:18,12/14/2023,Finpro,5,mfarsmdn,Good,5,-,,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,1/8/2024 10:44:42,1/8/2024,introduction LMS,5,mf,bagus ,5,sambil jalan dulu,7.0,,
e6862f74-a07d-4d01-8259-e9251bcf0556,1/9/2024 21:07:45,1/9/2024,.,3,ars,ok,3,,7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,1/9/2024 21:11:03,1/9/2024,Perkenalan dan Introduction to Intellego.id,5,mfars,"Kegiatan pada hari ini berupa perkenalan antar peserta dan trainer, serta penjelasan detail mengenai sistem pembelajaran di intelligo.id. trainer sangat baik menjelaskan serta detail terhadap pemaparan materi hari ini",5,,7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,1/9/2024 21:17:08,1/9/2024,Introduction Inteligo and sharing session,5,mfarsmdn,sangat jelas dalam penyajian,5,bisa di lanjutkan mentoring atau thinkfic dan video tutorial untuk tugas hari ini biar memahami dan menjalankan,7.0,,
d0635b9d-75d2-410b-88f3-65c842f791ab,1/9/2024 22:38:06,5/9/1998,Perkenalkan tentang intelligo ,4,ars,Cukup jelas dalam menjelaskan dan menjawab semua pertanyaan peserta ,3,,7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,1/11/2024 21:37:42,7/25/1968,Introduction data Science ,4,ars,Bagus menarik ,4,Lebih dipermudah submitnya saat adanya tugas ,7.0,,
e6862f74-a07d-4d01-8259-e9251bcf0556,1/11/2024 21:39:48,1/11/2024,introduction data science,4,ars,jelas dalam menjelaskan,4,,7.0,,
d0635b9d-75d2-410b-88f3-65c842f791ab,1/11/2024 22:11:15,1/11/2024,Pengenalan data science ,4,ars,Cukup baik dalam menjelaskan ,3,Secara keseluruhan sudah baik ,7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,1/13/2024 20:17:35,1/11/2024,Introduction to Data Science,5,ars,"Trainer membahas tentang pengenalan terhadap Data, dimulai dari mengenalkan role-role data hingga bagaimana penerapan Data Science di kehidupan sehari-hari ",5,,7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,1/16/2024 19:44:51,1/11/2024,Introduction key busines,4,ars,Bagus,4,Terus tingkatkan komunikasi nya,7.0,,
e6862f74-a07d-4d01-8259-e9251bcf0556,1/16/2024 21:30:35,1/16/1999,phyton,5,ars,mantep,5,,7.0,,
d0635b9d-75d2-410b-88f3-65c842f791ab,1/16/2024 23:23:41,1/16/2024,Pengenalan bahasa pemrograman pyhton ,4,ars,"Baik, memberikan contoh langsung dari pertanyaan ",4,Sudah cukup baik secara keseluruhan ,7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,1/16/2024 23:33:01,1/16/2024,"Python Basic 1 - Introduction to Python, IDE Python, Coding style, Tools Installation.",5,ars,"Trainer hari ini yaitu kak Andika menjelaskan materi dengan detail. Trainer memberikan contoh notebook yang digunakan secara langsung sehingga memberikan pemahaman yang rill kepada peserta, peserta juga diberikan contoh bagaimana melakukan input file yang ingin di analisis dengan menggunakan Google Colab serta memperkenalkan library2 yang ada.",5,"Saran saya kepada admin, mohon untuk menampilkan list materi yang dipelajari kedalam form absensi ini, supaya mempermudah peserta untuk langsung memilih judul topik live session setiap pekannya tanpa harus mengetik kembali (karena tiap2 peserta bisa saja menginputkan judul materi yang berbeda)",7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,1/18/2024 20:12:44,1/16/2024,"Kamis, Januari 18, 2024 | Python Basic 2 - Variabel dan tipe data, Input output, Logika/kondisi IF - Else",4,ars,Bagus ,4,Terus tingkatkan ,7.0,,
d0635b9d-75d2-410b-88f3-65c842f791ab,1/18/2024 20:28:43,1/18/2024,"Kamis, Januari 18, 2024 | Python Basic 2 - Variabel dan tipe data, Input output, Logika/kondisi IF - Else",4,ars,bagus menjelaskan dengan contoh,4,"sudah baik, karena materi yang diberikan padat ditambah pemberian contoh ",7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,1/18/2024 22:16:50,1/18/2024,"Kamis, Januari 18, 2024 | Python Basic 2 - Variabel dan tipe data, Input output, Logika/kondisi IF - Else",5,ars,"Kak Andika sebagai trainer malam ini seperti biasa menyampaikan materi dengan sangat detail. Saya senang mendapatkan contoh-contoh coding dari sub materi variabel hingga if-else yang lengkap, materi teori juga disampaikan lengkap beserta contoh",5,,7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,1/23/2024 19:46:34,1/23/2024,"Kamis, Januari 18, 2024 | Python Basic 2 - Variabel dan tipe data, Input output, Logika/kondisi IF - Else",5,ars,Sangat bagus,5,Terus tingkatkan kapan saya bisa 1 on 1 dan mentoring,7.0,,
e6862f74-a07d-4d01-8259-e9251bcf0556,1/23/2024 21:53:33,1/23/2024,"Selasa, Januari 23, 2024 | Python Basic 3 - Struktur Data, Function Def, Function Lambda, Built-in Function",3,ars,bagus,3,,7.0,,
d0635b9d-75d2-410b-88f3-65c842f791ab,1/23/2024 23:36:26,1/23/2024,"Selasa, Januari 23, 2024 | Python Basic 3 - Struktur Data, Function Def, Function Lambda, Built-in Function",4,ars,Materi lebih kompleks ,4,Sudah cukup baik,7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,1/24/2024 16:25:05,1/23/2024,"Selasa, Januari 23, 2024 | Python Basic 3 - Struktur Data, Function Def, Function Lambda, Built-in Function",5,ars,Trainer membahas tentang lanjutan materi pekan lalu dengan detail dan menjawab setiap pertanyaan yang diajukan peserta dengan sabar dan menyeluruh,5,"Apabila saya dapat menyarankan, sebaiknya sesi istirahat tidak usah diadakan min karena takutnya menyita waktu banyak dan materi yang tersisa jadi harus diundur. Kalaupun ada mungkin sesi istirahat maks 5 menit saja. Namun apabila terdapat pertimbangan lain ya tidak apa-apa saya mengikuti saja 🙏",7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,1/25/2024 19:51:52,1/25/2024,"Kamis, Januari 25, 2024 | Python Basic 4 - Exception Handling, Looping, List Comprehension, Mini Program",4,ars,Bagus ,4,Terus pertahankan ,7.0,,
d0635b9d-75d2-410b-88f3-65c842f791ab,1/25/2024 20:36:17,1/25/2024,"Kamis, Januari 25, 2024 | Python Basic 4 - Exception Handling, Looping, List Comprehension, Mini Program",4,ars,sudah baik karena materi bisa dipelajari lebih dulu,4,lebih banyak contoh simpel di koding dan lebih pelan penjelasanya. terimakasi ,7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,2/1/2024 20:55:35,1/25/2024,"Kamis, Januari 25, 2024 | Python Basic 4 - Exception Handling, Looping, List Comprehension, Mini Program",5,ars,Kami mempelajari function dan trainer memberikan banyak sekalli contoh pengaplikasian fungsi yang ada di python. pembelajaran kali ini sedikit lebih advance ketimbang pembelajaran lalu namun tetap insightful,5,,7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,2/1/2024 21:04:20,2/1/2024,"Kamis, Februari 1, 2024 | Presentasi & Feedback Mini Project Python",4,mfars,Pemaparan PPT yang dinilai oleh kak Fahmi pada malam hari ini memberikan banyak masukan kepada saya. penyampaian kritik dan saran yang lugas oleh kak fahmi menjadi evaluasi bagi saya kedepannya,5,,7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,2/2/2024 8:28:11,2/1/2024,"Kamis, Februari 1, 2024 | Presentasi & Feedback Mini Project Python",5,mf,sangat mengarahkan ,5,mungkin dalam penyajiannya bisa lebih nyantai,7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,2/6/2024 21:53:34,2/6/2024,"Kamis, Februari 1, 2024 | Presentasi & Feedback Mini Project Python",5,mdn,cuma perlu intoduction terhadap yang pemula,4,penyajian lebih santai dengan harapan waktu tidak jadi hambatan,7.0,,
d0635b9d-75d2-410b-88f3-65c842f791ab,2/6/2024 21:59:23,2/6/2024,"Kamis, Januari 25, 2024 | Python Basic 4 - Exception Handling, Looping, List Comprehension, Mini Program",4,mdn,bagus semua materi baru dan ditambah review pengulangan ,4,sudah cukup baik,7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,2/6/2024 22:05:22,2/6/2024,"Selasa, Februari 6, 2024 | Exploratory Data Analysis 1",5,mdn,Bagus mungkin bisa lebih nyantai tanpa mnghambat waktu penyajian,4,Kalau bisa waktu istirahat bisa buat chalenge live session jadi biar makin paham ,7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,2/8/2024 21:07:28,2/8/2024,"Kamis, Februari 8, 2024 | Exploratory Data Analysis 2",5,mdn,jangan buru buru pelatihan dibimbing bareng bareng,4,mulai download dan kalau bisa bareng bareng karena new by mohon maaf,7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,2/8/2024 21:44:01,2/6/2024,"Selasa, Februari 6, 2024 | Exploratory Data Analysis 1",4,mdn,-,4,,7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,2/8/2024 21:45:49,2/8/2024,"Kamis, Februari 8, 2024 | Exploratory Data Analysis 2",5,mdn,Pembelajaran hari ini trainer membahas topik pengenalan SQL hingga hands on contoh database,5,,7.0,,
d0635b9d-75d2-410b-88f3-65c842f791ab,2/8/2024 21:48:26,2/8/2024,"Kamis, Februari 8, 2024 | Exploratory Data Analysis 2",5,mdn,Menjelaskan dengan baik dan memberikan pengulan materi,4,Sudah baik secara keseluruhan ,7.0,,
e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,2/13/2024 21:45:34,2/13/2024,"Pertemuan 1 - Introduction to Intelligo ID, Penjelasan sistem belajar, Perkenalan, Sharing session with Alumni",5,ars,bagus,5,belum,8.0,,
c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,2/13/2024 21:45:40,2/13/2024,"Pertemuan 1 - Introduction to Intelligo ID, Penjelasan sistem belajar, Perkenalan, Sharing session with Alumni",4,ars,. ,4,. ,8.0,,
6e8ade7a-7571-4a9a-bd3e-437b935918c9,2/13/2024 21:46:29,2/13/2024,"Pertemuan 1 - Introduction to Intelligo ID, Penjelasan sistem belajar, Perkenalan, Sharing session with Alumni",5,ars,Baik,5,-,8.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,2/13/2024 21:46:54,2/13/2024,Exploratory Data Analysis 2,5,mf,-,5,,7.0,,
db173744-710a-445d-926a-2475e28a6a1f,2/13/2024 21:49:20,5/24/1986,"Pertemuan 1 - Introduction to Intelligo ID, Penjelasan sistem belajar, Perkenalan, Sharing session with Alumni",4,ars,bagus,4,"belum ada saran, karena acara lancar",8.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,2/13/2024 21:53:01,2/13/2024,Pertemuan 10 - Exploratory Data Analysis 3,5,mf,bagus terarah ,5,semoga dalam praktek nanti bisa terbimbingkan karena menuju ke pokok permasalahan sebagai Data Scientist,7.0,,
8466868d-3b97-4c27-bd52-4a2e0aacecfe,2/14/2024 20:23:44,2/13/2024,"Pertemuan 1 - Introduction to Intelligo ID, Penjelasan sistem belajar, Perkenalan, Sharing session with Alumni",4,mf,Bagus,4,Lanjut,8.0,,
cfdf13ec-555a-4284-958a-b497ef6f1d21,2/15/2024 11:53:34,9/15/1995,"Pertemuan 1 - Introduction to Intelligo ID, Penjelasan sistem belajar, Perkenalan, Sharing session with Alumni",5,ars,Bagus suka penyampaiannya,5,Gelap bang ruanganmu✌️😅,8.0,,
6e8ade7a-7571-4a9a-bd3e-437b935918c9,2/15/2024 20:30:31,2/15/2024,"Pertemuan 2 - Introduction to Data, Introduction to Data Science, Tips & Trik Berkarir, Implementasi Data Science",5,ars,Baik,5,-,8.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,2/15/2024 22:00:04,2/15/2024,Pertemuan 11 - Exploratory Data Analysis 4,5,mf,sangat Bagus,5,Adakan pelatihan Chat GPT apabila dalam magang nanti bisa di aplikasikan,7.0,,
c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,2/15/2024 22:01:03,2/15/2024,"Pertemuan 2 - Introduction to Data, Introduction to Data Science, Tips & Trik Berkarir, Implementasi Data Science",5,ars,.,4,.,8.0,,
e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,2/15/2024 22:02:44,2/15/2024,"Pertemuan 2 - Introduction to Data, Introduction to Data Science, Tips & Trik Berkarir, Implementasi Data Science",5,ars,bagus,5,bagsus,8.0,,
db173744-710a-445d-926a-2475e28a6a1f,2/15/2024 22:04:39,5/24/1986,"Pertemuan 2 - Introduction to Data, Introduction to Data Science, Tips & Trik Berkarir, Implementasi Data Science",4,ars,"Bagus, semangat",4,sementara belum,8.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,2/16/2024 6:48:43,2/15/2024,Pertemuan 11 - Exploratory Data Analysis 4,5,mf,.,5,,7.0,,
6e8ade7a-7571-4a9a-bd3e-437b935918c9,2/20/2024 19:55:02,2/20/2024,"Pertemuan 3 - Python Basic 1 - Introduction to Python, IDE Python, Coding style, Tools Installation.",5,ars,Bagus sekali,5,-,8.0,,
e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,2/20/2024 21:30:57,2/20/2024,"Pertemuan 3 - Python Basic 1 - Introduction to Python, IDE Python, Coding style, Tools Installation.",5,ars,bagus,5,bagus,8.0,,
db173744-710a-445d-926a-2475e28a6a1f,2/20/2024 21:31:11,2/20/2024,"Pertemuan 3 - Python Basic 1 - Introduction to Python, IDE Python, Coding style, Tools Installation.",4,ars,Bagus,4,"sejauh ini belum, materi msh bisa diikuti dengan baik",8.0,,
c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,2/20/2024 21:31:20,2/20/2024,"Pertemuan 3 - Python Basic 1 - Introduction to Python, IDE Python, Coding style, Tools Installation.",4,ars,mantap,5,.,8.0,,
d0635b9d-75d2-410b-88f3-65c842f791ab,2/20/2024 21:48:25,2/13/2024,Pertemuan 10 - Exploratory Data Analysis 3,4,mf,Terbaik,5,Sudah baik terimakasih ,7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,2/20/2024 21:48:34,2/20/2024,Pertemuan 12 - Exploratory Data Analysis 5,4,mf,bagus ,4,Apakah bisa 1 on 1 mengunakan faslitas Vdeo call ? supaya ga salah paham ,7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,2/20/2024 21:49:01,2/20/2024,Pertemuan 12 - Exploratory Data Analysis 5,5,mf,Pada malam ini trainer memberikan pemahaman mengenai looker studio dan bagaimana basic penggunaannya,5,,7.0,,
d0635b9d-75d2-410b-88f3-65c842f791ab,2/20/2024 21:49:21,2/20/2024,Pertemuan 12 - Exploratory Data Analysis 5,5,mf,Cukup berwarna jadi nggak bosan ,5,Suka yang bergambar ,7.0,,
6e8ade7a-7571-4a9a-bd3e-437b935918c9,2/22/2024 19:55:10,2/22/2024,"Pertemuan 4 - Python Basic 2 - Variabel dan tipe data, Input output, Logika/kondisi IF - Else",5,ars,Baik,5,-,8.0,,
8466868d-3b97-4c27-bd52-4a2e0aacecfe,2/22/2024 21:42:37,2/22/2024,"Pertemuan 4 - Python Basic 2 - Variabel dan tipe data, Input output, Logika/kondisi IF - Else",5,ars,bagus,5,lebih disiplin di waktu mulai,8.0,,
e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,2/22/2024 21:43:27,2/22/2024,"Pertemuan 4 - Python Basic 2 - Variabel dan tipe data, Input output, Logika/kondisi IF - Else",5,ars,bagus,5,bagus,8.0,,
db173744-710a-445d-926a-2475e28a6a1f,2/22/2024 21:43:42,2/22/2024,"Pertemuan 4 - Python Basic 2 - Variabel dan tipe data, Input output, Logika/kondisi IF - Else",4,ars,bagus,4,banyakin latihan buat peserta untuk pengalaman lebih,8.0,,
c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,2/22/2024 21:45:15,2/22/2024,"Pertemuan 4 - Python Basic 2 - Variabel dan tipe data, Input output, Logika/kondisi IF - Else",5,ars,bagus,5,tidak,8.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,2/27/2024 20:39:58,2/27/2024,Pertemuan 13,4,mf,"Hari ini peserta melakukan presentasi hasil EDA, trainer memberikan banyak saran perbaikan dan apresiasi terhadap penyampaian peserta. saya merasa begitu terbantu dan termotivasi atas feedback yang trainer berikan sebagai perbaikan kedepannya.",5,,7.0,,
c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,2/27/2024 21:49:17,2/27/2024,"Pertemuan 5 - Python Basic 3 - Struktur Data, Function Def, Function Lambda, Built-in Function",5,ars,bagus,5,.,8.0,,
e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,2/27/2024 21:49:55,2/27/2024,"Pertemuan 5 - Python Basic 3 - Struktur Data, Function Def, Function Lambda, Built-in Function",5,ars,bagus,5,bagus,8.0,,
8466868d-3b97-4c27-bd52-4a2e0aacecfe,2/27/2024 21:50:59,2/27/2024,"Pertemuan 5 - Python Basic 3 - Struktur Data, Function Def, Function Lambda, Built-in Function",5,ars,bagus,5,bagus,8.0,,
db173744-710a-445d-926a-2475e28a6a1f,2/27/2024 21:51:32,2/27/2024,"Pertemuan 5 - Python Basic 3 - Struktur Data, Function Def, Function Lambda, Built-in Function",5,ars,bagus,4,perbanyak latihan dan evaluasi kemampuan peserta,8.0,,
6e8ade7a-7571-4a9a-bd3e-437b935918c9,2/29/2024 19:56:18,2/27/2024,"Pertemuan 6 - Python Basic 4 - Exception Handling, Looping, List Comprehension, Mini Program",5,ars,Baik,5,-,8.0,,
6e8ade7a-7571-4a9a-bd3e-437b935918c9,2/29/2024 19:57:06,2/29/2024,"Pertemuan 6 - Python Basic 4 - Exception Handling, Looping, List Comprehension, Mini Program",5,ars,Baik,5,-,8.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,2/29/2024 21:13:20,2/29/2024,Pertemuan 14 - Statistics 1,5,mf,"Bagus , tinggal pengarahan bisa lebih spesifik dalam pelatihan",5,"Lebih baik dimatangkan dalam Bahasa pemrograman yang sangat dibutuhkan dalam pasar tenaga kerja sehingga bisa lebih mahir nanti dalam proses magang dan test soal yang diberikan oleh perusahaan yang akan meng hire.. 
contoh : kalau banyak  perusahaan menggunakan Phyton maka lebih banyak pelatihan diarahkan ke Phyton dan kurangi yang jarang dipakai  dalam aply nantinya",7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,2/29/2024 21:44:53,2/29/2024,Pertemuan 14 - Statistics 1,5,mf,"Trainer menjelaskan materi pada hari ini dengan sangat detail, sehingga menjawab pertanyaan yang bahkan belum saya ajukan karena sudah dijelaskan terlebih dahulu dengan jelas.",5,,7.0,,
c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,2/29/2024 21:57:27,2/29/2024,"Pertemuan 6 - Python Basic 4 - Exception Handling, Looping, List Comprehension, Mini Program",5,ars,mantap,5,. ,8.0,,
e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,2/29/2024 21:58:01,2/29/2024,"Pertemuan 6 - Python Basic 4 - Exception Handling, Looping, List Comprehension, Mini Program",5,ars,bagus,5,bagus,8.0,,
db173744-710a-445d-926a-2475e28a6a1f,2/29/2024 21:58:12,2/29/2024,"Pertemuan 6 - Python Basic 4 - Exception Handling, Looping, List Comprehension, Mini Program",5,ars,bagus,5,memperbanyak latihan yang mendukung buat mini project agar ngk terlalu jomplang,8.0,,
c134637f-d268-494e-9390-210ef53a0be6,2/29/2024 21:58:32,2/29/2024,"Pertemuan 5 - Python Basic 3 - Struktur Data, Function Def, Function Lambda, Built-in Function",4,ars,Bagus,5,,8.0,,
8466868d-3b97-4c27-bd52-4a2e0aacecfe,2/29/2024 22:24:57,2/29/2024,"Pertemuan 6 - Python Basic 4 - Exception Handling, Looping, List Comprehension, Mini Program",5,ars,bagus,5,mulainya lbh ontime lagi dong,8.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,3/5/2024 21:55:07,3/5/2024,Pertemuan 15 - Statistics 2,5,mf,Bagus terarah,5,"semoga bisa terus ditingkatkan tentang pelatihannya, ",7.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,3/5/2024 21:56:00,3/5/2024,Pertemuan 15 - Statistics 2,5,mf,"Hari ini kami mempelajari advance statistics lanjutan dari pertemuan sebelumnya, trainer memberikan penjelasan yang mudah dipahami dan memberikan pula case beserta pembahasannya",5,,7.0,,
74e5f3d2-cf26-41e7-8d59-84141179ddaa,3/7/2024 20:54:39,3/7/2024,Pertemuan 16 - Statistics 3,5,mf,menerangkan mini project dan kelanjutan stastitic,5,kalau ramadhan peluang mentoring 1 on 1 gimana apakah ada waktu khusus,7.0,,
c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,3/7/2024 21:41:39,3/7/2024,Pertemuan 7 - Presentasi & Feedback Mini Project Python,5,ars,bagus,5,,8.0,,
db173744-710a-445d-926a-2475e28a6a1f,3/7/2024 21:48:59,3/7/2024,Pertemuan 7 - Presentasi & Feedback Mini Project Python,4,ars,Bagus,5,"1. klo bisa ada sesi mentoring dikasih waktu lebih banyak terutama buat yang zero programming 
2. Mintol tambahan materi tambahan flowchart, algoritma dalam membuat program biar bisa membuat program lbh efisien dan efektif 
3. mintol ada materi timing dalam pengerjaan project programing hari-1 sampai program jalan",8.0,,
e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,3/7/2024 22:50:47,3/6/2024,Pertemuan 7 - Presentasi & Feedback Mini Project Python,4,ars,BAGUS,4,BAGUS,8.0,,
8466868d-3b97-4c27-bd52-4a2e0aacecfe,3/8/2024 0:41:39,3/7/2024,Pertemuan 7 - Presentasi & Feedback Mini Project Python,4,ars,... ,5,... ,8.0,,
97774060-01f6-4a1f-8fba-bd5bb8825da8,3/16/2024 11:51:22,3/7/2024,Pertemuan 16 - Statistics 3,5,mf,trainer memberikan penjelasan mengenai statistik lanjutan dan memberikan panduan mengenai mini project dan post test,5,,7.0,,
8466868d-3b97-4c27-bd52-4a2e0aacecfe,3/16/2024 15:14:37,3/16/2024,Pertemuan 8 - Exploratory Data Analysis 1,5,mdn,bagus,5,bagus,8.0,,
c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,3/16/2024 17:10:14,3/16/2024,Pertemuan 8 - Exploratory Data Analysis 1,5,mdn,bagus,5,,8.0,,
