,id,Bootcamp,jumlah_mini_project_dikerjakan
41,f6c33008-5144-41d8-b2a5-a570e9f1561b,Offline,1
42,9b6d950a-d667-4f0b-ac67-0d810b2feff6,Offline,1
43,47ab6a24-9a36-4af9-b4a4-651bfa037130,Offline,1
44,d26cad8a-57db-41ec-9679-d73b30e718dc,Offline,1
45,9ffb6093-07ab-4c59-8f50-d7b38b640c04,Offline,1
46,e835a550-12b8-48aa-84a8-7fc1c8b1e775,Offline,1
47,ab9d4c1f-1773-4f12-88e1-ecd78f51e309,Offline,1
48,e876c637-3708-402f-9fc3-ed2a59c697c9,Offline,1
49,52a42141-4b24-488f-8631-7ef301b1c14c,Offline,1
50,4c39b0b9-c9d0-45ac-b545-190c3da984fa,Offline,1
51,9fd059e2-db33-4855-9374-7ccccc82e66e,Offline,1
52,90f03727-0a86-4f64-8828-9b8d6d2a0650,Offline,1
53,4f727795-2eba-42fd-97a6-dd7a8a15282b,Offline,1
54,fea9deb6-7320-4e71-8c81-a5529ccdd68c,Offline,1
55,89659f75-6600-40be-8c14-322a5ae87e24,Offline,1
56,8d2d94c5-8114-4962-a74e-d3f9ce3f36f5,Offline,1
57,11a3f0b6-30be-4055-bd52-045a04e860fe,Offline,1
58,cec079b7-5691-4cd0-9092-3b0388c25d4a,Offline,1
59,f79501bb-dbe6-4ba4-8439-e4740856c51a,Offline,1
60,f064f333-666c-499f-bfcb-b71607e60de7,Offline,1
61,5939bdfb-18e1-40ee-8654-d802e218a33f,Offline,1
62,e7cb74f4-ab7a-4555-90a9-a9f5ecb3f9b6,Offline,1
63,e98d0b49-dc22-4be4-89e6-38ba25d671b3,Offline,1
64,91753f65-ede6-4be5-b7a7-9e8b4da7cc42,Offline,1
65,53292fdb-b353-457a-8482-81bdab16d44f,Offline,1
66,9493905e-b65c-40ce-b799-c350ed3e1f18,Offline,1
67,9b87a188-a71f-4d7a-bb50-b7fae8022f80,Offline,1
68,be4db01d-a7c7-4918-93df-7014dc077733,Offline,1
69,dfac5d22-8882-4707-bbe8-9325b9ddc739,Offline,1
70,afcb575e-c985-4e48-8663-6e73dd6dbe65,Offline,1
71,342ea9ee-c313-48ec-9c3e-d11cc7614f54,Offline,1
72,dd17fd3c-6723-465c-8b53-ce5998b51003,Offline,1
73,44ca9a06-8b5d-42d1-a313-dfee18559727,Offline,1
74,dda13a7f-e01e-4084-b353-9a7870744ff1,Offline,1
75,cae3f7d3-ef38-44cd-99ae-c2606063e41f,Offline,1
76,26180c48-bfbb-4af5-b4ff-6a1aa15b9f84,Offline,1
77,5cb0e54b-ec8d-46d8-8d81-eaa3e0687114,Offline,1
78,ab3fe741-a432-4b93-97e7-ca7f86b14d56,Offline,1
79,51c428b4-c4a7-4da8-86e1-1fa640026086,Offline,1
80,49e2e565-049d-4753-871a-2ec2587d386e,Offline,1
81,e59739bb-d66f-479b-92f8-1a526fb5a428,Offline,1
82,cdb366d6-e302-45aa-b61c-6bb4bd827c4f,Offline,1
83,bd3fa596-ba3b-4756-90a8-164d551c2b98,Offline,1
84,5fb096ef-d891-4c20-aabc-80216c7d0ac6,Offline,1
85,e0c2a19b-d844-4f21-887c-a90f7c9b4346,Offline,1
86,6be004f0-b701-4daa-b7e2-312b56f97129,Offline,1
87,7a024b41-0a4e-41dd-ad47-121884fa8a11,Offline,1
88,a50dc3c0-5a19-4025-83eb-5812671c9480,Offline,1
89,d1560a24-8c99-4ae8-85f9-c9bf80991ce4,Offline,1
90,444bb96e-33b5-408b-8f36-792f40a9e402,Offline,1
91,11b7094b-b88a-4478-b067-09000dfe4062,Offline,1
92,637a2933-734a-4323-a7e9-7f9f79ad4dc4,Offline,1
93,a8272db8-0e9f-4372-a757-661bd02f9051,Offline,1
94,c81c0d30-be22-4d14-a328-3760bfd5e023,Offline,1
95,573f0cfc-29ec-4c96-b6fa-c4b9c5746ccf,Offline,1
96,a51ce71d-9acf-4e2f-b3bb-2d456a3de7ec,Offline,1
97,4c618e0b-e52e-4b54-98ca-542b28fe4432,Offline,1
98,220cc7c6-0cef-413b-af2a-ec2208ceac65,Offline,1
99,5ea1e29a-d64c-4b9b-bf02-d7bb6e8b1156,Offline,1
100,f29b1b86-ab96-4876-889d-70b5955a01c7,Offline,1
101,b50df7ff-04f6-45b6-b3fd-0d96d4fbcd61,Offline,1
102,5e6e310e-6abc-4e1a-b8e6-75b0a5b991b2,Offline,1
103,6e1d86b6-1249-4c44-a984-f1ea046d19b8,Offline,1
104,9054ffc8-9df3-4b73-a700-17b228a19cba,Offline,1
105,a04fce7c-b286-4d7c-a980-189ed10f7dcb,Offline,1
106,f443f8f7-c1f8-4b45-a91c-5a994f4c0ef6,Offline,1
107,e7d7ce10-2049-4fbe-8a69-710eb0c0b707,Offline,1
108,ff9d3a2b-707a-4274-9447-421946699738,Offline,1
109,22b43ba7-0a64-49dd-bf2f-b6920e84a056,Offline,1
110,65f9bddd-fe54-4b4a-b2fa-8104c5db89c0,Offline,1
111,b19d51d1-cbaf-4d83-948a-e8f634e3ca48,Offline,1
112,68808f5c-066f-4afa-b2fa-ae7abe1e6ba5,Offline,1
113,8f526ed2-d369-4494-ac76-83d6b718337f,Offline,1
114,53204bad-4011-4a1a-b4d1-cee62543e32e,Offline,1
115,9cdeb8f3-f6ad-44fd-bccb-390c69038d0b,Offline,1
116,d13135a7-9a68-4169-815e-981149a54291,Offline,1
117,fb0fdb0e-a962-4fa1-8447-b5f52235ffe8,Offline,1
118,9ac75f91-4f73-4df0-bb20-b7de3069baee,Offline,1
119,50fe2f3d-7fa4-43b4-b182-6ff9a0371dd4,Offline,1
120,5d674651-5ef2-4f04-b0fd-1cb744d92488,Offline,1
121,24e8d7e7-70e0-47f0-835c-f03045861de5,Offline,1
122,375b7df7-16cd-4376-965f-52dc0c4f3eb3,Offline,1
123,39acfef6-976a-4ca5-a481-e5d887907fad,Offline,1
124,ebcfc29b-0f9a-4a12-88c4-66d907cc65c9,Offline,1
125,eb698920-996b-4bbd-b8a5-7414f307aa42,Offline,1
126,80b41e1b-5190-447f-b409-c16b01162cf0,Offline,1
127,f6079976-5f69-482b-8b84-179dd5524bfa,Offline,1
128,f10cf3ff-f51e-442d-bee4-d1c0099c264c,Offline,1
129,98101cf4-a26d-4e32-9f91-6f42993b3ea1,Offline,1
130,a93b4520-48eb-4201-afbf-b8d72d7eb56a,Offline,1
131,61dbc7bb-5997-4446-a7eb-5b0cd4ea98db,Offline,1
132,8e0fa808-9c9f-47f2-aaa1-6fd29a3c638d,Offline,1
133,7c7aeed7-f005-426d-aafd-368700609ba0,Offline,1
134,1b06ccbe-4819-4c66-9629-77abef688416,Offline,1
135,9347de8d-7c8f-4fe7-bb9d-ccf63c729d89,Offline,1
136,26321a8a-0e7d-451e-a0f3-787a7432d9cb,Offline,1
137,a4272ae2-4e7e-4252-a49a-10445c387bc6,Offline,1
138,e62e4b0c-e929-48f4-ad21-f172df57e747,Offline,1
139,2d1a4ae6-c125-4238-ae47-5496c45d5d8c,Offline,1
140,e33fe1f5-796c-4c1d-84c4-32eb396f9837,Offline,1
141,4e5e83e4-af3a-4513-ae2d-281f7991fdb7,Offline,1
142,df68b52d-88f5-4b15-9731-39301acac35b,Offline,1
143,c3199038-0991-484e-bfee-899557351e13,Offline,1
144,ede1c719-13be-432a-958d-e5e220f7b972,Offline,1
145,af8a0613-364e-42b4-903f-c2ea6ed41cea,Offline,1
146,c393b545-0428-4a31-927b-e603aa307049,Offline,1
147,1a26488b-6cd0-47ce-a93f-a8b4c8da09e2,Offline,1
148,d056ef76-a2d5-4e81-9a82-0a5190a878e8,Offline,1
149,f5d4a203-e308-452c-86e4-9412e871f2e8,Offline,1
150,9e679f83-7105-4a2c-b9d2-82964ea88b4f,Offline,1
151,20d213ef-76bf-41bb-bc87-9ffcfa2127bc,Offline,1
152,8c8342e9-a790-4117-b607-5415d372b7f6,Offline,1
153,a21eedda-983a-47dd-81fc-20e1b1f34d9e,Offline,1
154,6f680a58-6e7f-4b24-ab2a-8f615cd14a21,Offline,1
155,d5b84e64-0316-493b-9d2d-3d5a49490e9c,Offline,1
156,85c289f3-c492-4b55-91f1-25a199c58832,Offline,1
157,8cc0183c-f480-475a-a25b-559f3576b7c5,Offline,1
158,86677349-04ed-425a-b521-0389359ed54e,Offline,1
159,455e0529-272b-4550-95d5-a0bdb835ca9f,Offline,1
160,20c3a3f4-11c6-43d4-a63d-88f54b3b8096,Offline,1
161,acf94512-66a4-418e-98d7-dfc6c4691d80,Offline,1
162,7428131a-f272-433f-b7ae-725af2ab628d,Offline,1
163,a137710a-0bfc-4d4e-be3b-2aa711ee0d7c,Offline,1
164,58d13a75-2efb-4254-85fa-13bdb2ac2156,Offline,1
165,9edfb2eb-d613-48d3-bce6-bc81bffc2ac7,Offline,1
166,8905a79c-4956-4918-b85f-f194e57c2e62,Offline,1
167,eb90a88d-20c0-4c51-98f1-a67bc873c84d,Offline,1
168,7c900363-ac5f-43a0-ae64-d5bb23688d88,Offline,1
169,493c0fa8-bb96-4b13-b9fb-93abb37b65e7,Offline,1
170,f9c4d67a-8176-4831-b098-8d866ed2dd52,Offline,1
171,c44b54b6-297d-4d1f-a5cc-1fbf039d492b,Offline,1
172,7828cf51-b3a0-48db-8231-70513625208a,Offline,1
173,ac687490-2263-42a4-b629-41f9cb808ec3,Offline,1
174,ae0bc742-9002-4ac9-b183-a2041b84bc8b,Offline,1
175,5ef1e3ae-45e5-41e7-956b-4cef7dcf95b5,Offline,1
176,2c7871c7-4bd5-43a8-aa2c-3c65fc33736c,Offline,1
177,927c3ada-c329-468f-8b53-036feb07b813,Offline,1
178,2f520f04-c2d9-4b9c-a029-6f9df9507b70,Offline,1
179,fefb10d9-4247-4d30-b89d-9efd8c703bf1,Offline,1
180,9272dcff-3d6f-401f-9f68-7c06df177b96,Offline,1
181,9798eef8-20b9-4df4-a0de-81ed2227b9bf,Offline,1
182,83da35e2-88ab-4562-9f43-c192ecdaed1e,Offline,1
183,581e0c61-097c-43a1-807a-d1f21bf13e0c,Offline,1
184,3c24d078-c8f8-4f83-ab59-6d25c5b84bc2,Offline,1
185,e490e589-c757-4a79-9fb9-b96dc034c08b,Offline,1
186,41ae8e3f-715e-4fe0-aa5f-75aca345731c,Offline,1
187,a9bdcbf6-4345-477c-a7a8-a7a09b29bd64,Offline,1
188,2b7f0ba7-166f-43e5-9c60-056b72b479a4,Offline,1
189,8aef2d51-8022-4436-a3a6-8c80ea4e0d91,Offline,1
190,d975480c-d90f-414e-a9e1-b1288c4fbd1c,Offline,1
191,789055e5-3d0a-423a-bd82-c9fcfdf03bac,Offline,1
192,6e83b88a-84c4-4f8a-8fa9-9ff48e48fa49,Offline,1
193,e9877472-82b1-472c-8e62-929561e5e2e7,Offline,1
194,207a3175-fda0-43fb-8b30-c257bf055847,Offline,1
195,18ef96e8-9a73-4678-8c6c-772ce127d7f9,Offline,1
196,2d289025-ff1e-4ba7-a201-6b6053e593e8,Offline,1
197,9dafb395-690f-4613-9aed-1761724d82c8,Offline,1
198,fe2ef5d1-e5b0-4c59-b553-8a14aa6485fd,Offline,1
199,79ce6eb0-d1d0-42fe-b157-1bb64abf5596,Offline,1
200,4ac5d5c7-fcf8-4d13-8384-5e452e3c04af,Offline,1
201,de26149b-380f-42c9-bdc1-a8584f2c5233,Offline,1
202,cbaaf4cd-85c3-4140-9033-acedf90fa1cb,Offline,1
203,6e65b841-848c-46e7-a8b3-15ca81055f6a,Offline,1
204,f05a9269-3068-486a-b87d-fda9d757275c,Offline,1
205,23f67700-5b2a-4ebb-a7a6-2b6bd78cea75,Offline,1
206,c43a7404-eeeb-4714-9bc9-598b448da6f9,Offline,1
207,f09830ac-90c9-4f96-82d2-30a969c28516,Offline,1
208,b8d47eb3-c03a-46ae-9ccb-29bb9f61162b,Offline,1
209,366c8261-243e-4eab-9695-6df81979597a,Offline,1
210,ae40a3a5-e900-4cbc-8955-280bd7529d92,Offline,1
211,be1f9c71-c6b8-48c6-84bb-6ef5174954aa,Offline,1
212,87fe0f9e-2ee2-4524-895b-5cb68e7b55ab,Offline,1
213,f63a1efa-33c6-40c7-8688-ef9d34466284,Offline,1
214,e9b443df-a15c-4c9f-b225-c44096cdcb9e,Offline,1
215,a5a4ee5b-8385-4dfb-9185-a1deb1531cdb,Offline,1
216,efee5412-be59-448d-9f6e-9a7dcf201113,Offline,1
217,9c190f0c-c070-4a52-946b-462086f30106,Offline,1
218,2b9d541b-cc79-4e7a-8aca-958bed3b2c61,Offline,1
219,55284c4b-b914-4e5d-9551-79d8f5b4eb5d,Offline,1
220,e70f6ce4-4606-4a3d-a5cb-3c22ac67b4ea,Offline,1
221,393c8d69-3a0e-414a-8b81-6b069e1d3432,Offline,1
222,b7ba5486-611f-4ead-9e37-51de7d6961bb,Offline,1
223,7c032388-80b3-48e9-be91-56bf32f69e9c,Offline,1
224,651aa3c1-3bba-4b30-9471-e0f7857900f7,Offline,1
225,d99430cc-3810-4660-823f-02144b19ea3d,Offline,1
226,934eaca0-2d10-4419-8175-7812976e2931,Offline,1
227,3715dae0-d872-499f-8f0c-fabf940e2bc0,Offline,1
228,ad7840ca-5f92-40dd-963a-5f8460b3a9dd,Offline,1
229,c7bf0ed5-820e-4544-920d-c50b944dec2c,Offline,1
230,a2b117e7-ab57-476e-831c-33f7ceb1aa35,Offline,1
231,c0db802b-635c-4f93-b4cb-7d9883a43093,Offline,1
232,c6990f5b-cd7a-4dda-a877-6155653d134e,Offline,1
233,b5ed5b65-c1bf-4b2f-b650-e60a5139f1bc,Offline,1
234,820fb470-45af-4458-a617-8ea1f9d8915d,Offline,1
235,1d9c5351-1850-448d-a113-86faf797165f,Offline,1
236,ac1781e0-796b-4d94-a324-680e348fe2cb,Offline,1
237,de511cef-1fc8-493b-bb99-d9ba30a042c9,Offline,1
238,f21916d7-d541-4ce8-a39b-d7f0276da589,Offline,1
239,6f9ed042-aee1-4527-9335-284bb7d27521,Offline,1
240,9a72950d-597c-4488-8d80-702130f485ee,Offline,1
241,a07d4949-be64-47ce-b0d2-c4b3e775404e,Offline,1
242,aac4a278-e82f-40cc-9662-861f6b2ac634,Offline,1
243,b52aa66d-49b6-4823-b15d-19817ab072ab,Offline,1
244,e0766991-32fc-4294-b1e2-a0dff52c64f2,Offline,1
245,e11ba41b-805a-4223-afa6-67c773666985,Offline,1
246,37801059-5d8a-4bb8-ac44-c92f83dbfa3a,Offline,1
247,11cb3da8-b076-4554-b86b-ad619773b101,Offline,1
248,a997b75b-15b5-4973-bd5c-0372fd8cb344,Offline,1
249,e42c716f-8970-4881-89c6-3db8a37ccd35,Offline,1
250,d5bb291b-06cc-4dec-968a-ce7db7529f77,Offline,1
251,adc0ba52-ad0c-4888-9527-72d7900b42bd,Offline,1
252,53f8916f-1f81-4fd4-ba7e-b3574e6852eb,Offline,1
253,1699c2dd-b2b5-4756-bc87-a4b933c25c01,Offline,1
254,f8a5ac4a-6f9a-4356-a9d7-142b91a4c9a4,Offline,1
255,ed2064be-7d40-4f59-9e7d-d7e7dd54b118,Offline,1
256,d057bbf9-c5fa-420a-9bb9-1f6322853d1c,Offline,1
257,f2708137-31a5-416c-bbff-7155fb5aa25c,Offline,1
258,be5ec881-1245-4f55-9f25-8f76599294aa,Offline,1
259,9a61b41c-a3e3-4ee1-b5d0-fd87681fe92a,Offline,1
260,f6a23d22-7609-4675-b15a-07e2ac92d770,Offline,1
261,5805dec2-b9a9-4314-9e19-729737c7a6c6,Offline,1
262,984f5641-df2b-40ba-83b2-61ba8eabc65c,Offline,1
263,af410c09-749d-4f0b-bdb1-f3d0e42a2b0f,Offline,1
264,2e276933-00b1-44a5-93f7-8327f3fcca83,Offline,1
265,899d5675-9fe8-4dde-af03-7b62ba95428c,Offline,1
266,ceb7a529-86be-4dc4-b116-38797aabd2dd,Offline,1
267,f2359723-11a9-4415-8278-4adb624d9e6b,Offline,1
268,58326bf0-4f33-4c16-b328-cc206f87d423,Offline,1
269,5c1e8c88-6c25-4e21-99e7-98f3140d754f,Offline,1
270,5cf62f0f-9b68-4dd7-9dd1-78727e147558,Offline,1
271,93515f8d-d789-46de-bb36-728e6b16625a,Offline,1
272,5d11e9c3-db2d-42ce-a4b2-676294bcab5c,Offline,1
273,7d446322-1542-4988-929c-6542663cfe0c,Offline,1
274,caa1cb22-fbe5-43dd-bba4-11dd60e108aa,Offline,1
275,29db820a-86ac-4510-88f7-184d6f9dcf9c,Offline,1
276,b5bc6003-dc35-4ca6-b16c-1752ffb0d186,Offline,1
277,6b544598-bc17-4e6f-9cd4-987f46c83902,Offline,1
278,b94abf88-995e-47ac-9dae-0fc713c19fd9,Offline,1
279,c005b690-b142-4d65-85e4-6ae65a48024d,Offline,1
280,c44794ff-60de-42e8-9ac1-d221a8ab29c0,Offline,1
281,e10e6103-9fa7-4a16-bfe4-f437f8ccfdbc,Offline,1
282,c34aed25-5a2c-400e-ba87-7168d634e3bd,Offline,1
283,d1f141a2-1152-4522-ac13-eb572de63737,Offline,1
284,6d494d2e-4ab9-4884-b620-e73214923863,Offline,1
285,357bbbdb-8186-4709-a792-2b49f743fad2,Offline,1
286,f4470d04-89ee-4c8e-99d8-4ed12535524b,Offline,1
287,15500f87-5d38-4e31-b34d-fe209c3a5de4,Offline,1
288,da0a8407-c3fa-42bc-bd2b-23e1c7cde8a9,Offline,1
289,921eaf8b-9aee-46c9-8e43-76663964131c,Offline,1
290,e469cc62-5dfe-42a1-be57-e686c98e01c6,Offline,1
291,ed9b6e30-d898-4452-97e1-ccbcff4a27bb,Offline,1
292,40c6a39c-67fc-4202-b18e-ef0e0185bdd3,Offline,1
293,9fdd2e9f-bbb9-4c36-ad62-91b8914dd0ea,Offline,1
294,d1adf242-5e1a-4a78-9c07-f0ba06758c42,Offline,1
295,3ebec66e-6765-4b6b-a97a-c0eb8314e327,Offline,1
296,91e4721c-9e62-45f6-874a-878f40489739,Offline,1
297,fcf4ee65-4267-4b08-bb3d-1860d83cb6e0,Offline,1
298,b8b1fa86-8f82-4898-a242-72dfdcfc0b75,Offline,1
299,96491651-a46d-4fae-84ea-64c3c00a3071,Offline,1
300,c6843a46-7606-45f7-a642-7dfbe9bb61cf,Offline,1
301,84d29b44-26c6-4b05-8a67-31831d35be32,Offline,1
302,b8617d9b-d83b-4256-a87a-6edeaaedc6ba,Offline,1
303,2c867a72-877a-4cfb-8d18-01990c6c4846,Offline,1
304,88f20ee0-e749-487f-a908-12f8ab47142b,Offline,1
305,e8cf2675-3727-4525-970c-77eff23acff5,Offline,1
306,5d6539ff-441b-46cc-af23-5b77ff05230e,Offline,1
307,4afd54fc-f5e7-41c3-beaf-b9b1270a218c,Offline,1
308,1b8f176a-44b5-4b9f-b3aa-7fd66e2c5697,Offline,1
309,b2120df0-7828-41fd-8a67-19bf1554d594,Offline,1
310,cbce132e-cb8f-4aac-a1c1-a776704aebef,Offline,1
311,391319c2-41bc-4213-ba51-0e06718e1803,Offline,1
312,8bad8df3-fd1c-47eb-a830-cd085d8918f1,Offline,1
313,1f4653ef-22c9-4df4-acae-3ce6dcf43075,Offline,1
314,6f2f152e-fe85-4611-857a-528266761927,Offline,1
315,9c7b2243-d03e-419c-babb-f8b3ea3c8400,Offline,1
316,a47a4348-5295-48e9-aea3-acb821b95f11,Offline,1
317,6e77a16f-1fc0-43a6-bf10-ef592e2084ea,Offline,1
318,14d84dec-8ae5-46d1-aebd-b3aa52f097ff,Offline,1
319,5fab557d-756e-44e7-8f28-2896570692b2,Offline,1
320,5d8a1dd5-498e-47ba-8bfc-62763467a996,Offline,1
321,273a109b-52b8-4925-8536-22ceb3b716dc,Offline,1
322,3cd61aab-db88-4ef9-8be4-5f94ff9698e7,Offline,1
323,eb5ab705-64b5-4824-80b1-748c0c01560b,Offline,1
324,5febecf8-2d9f-471b-9303-cd8dd0f658af,Offline,1
325,6b792bd6-6f66-4692-b446-832cc13edc39,Offline,1
326,606ef552-6427-489e-aec2-43a4a17643e2,Offline,1
327,8836f623-a6e4-442f-aa50-99c436187488,Offline,1
328,7fab4381-0d58-4c87-890a-00f892c6b4d3,Offline,1
329,4ff66c05-68eb-4bc1-9ed7-4ca15066eb3c,Offline,1
330,3418969d-5c13-46ee-8df0-794019e7a64f,Offline,1
331,95914d89-1f22-4630-8d62-91f2d8d0ed88,Offline,1
332,abeb14a7-d8db-429f-9acc-79ef8cdf9a02,Offline,1
333,22c4015e-dc9e-4d9e-b7f2-3a69fe57a3b8,Offline,1
334,38f9af29-497a-49e7-b561-797d2a207cf0,Offline,1
335,b8711a0e-32ab-47db-aeb9-91be60b918a4,Offline,1
336,77a3f484-80a6-4184-b278-fc2ba7a9bc4d,Offline,1
337,b1d1a983-98bc-441f-96bf-b92fd2c78493,Offline,1
338,4073acaa-d216-4e04-8729-bfadada4d095,Offline,1
339,95d5bb8d-2790-43d4-a0a3-970e5fe6ac19,Offline,1
340,60a29855-f1ba-4d16-a0e5-45fdc18d8780,Offline,1
341,1da45063-2dc1-41f2-88ea-7f61fe7f9a19,Offline,1
342,3ad458ed-6069-4907-a71e-efda23c5abff,Offline,1
343,ec3f623a-65f2-4b0d-937b-d0d1c4325976,Offline,1
344,ce6e85c5-f384-4d46-b67e-a4ca72252a0a,Offline,1
345,22573f4b-b316-4b08-8b75-d05541ea7fcd,Offline,1
346,558a3ec4-7fbc-40e7-9553-f8cff87516c7,Offline,1
347,93cc8629-4757-4a91-acbe-cb586e385c66,Offline,1
348,ff4a3b75-5599-4d90-95f0-8a1bf29c5849,Offline,1
349,a59fa924-4733-471c-8754-f6595cd0e6f1,Offline,1
350,8c45b709-a6d6-49b8-b996-e76dc0934213,Offline,1
351,789b8d4b-a8d0-430d-9fd4-29d445b2f6f2,Offline,1
352,c233c56b-6f1a-4f53-9f27-e39f5220f9d3,Offline,1
353,357a2790-e856-4dd3-a0f5-8f6e14d0267f,Offline,1
354,d9196f86-a4c4-48aa-89e6-1f61947b8201,Offline,1
355,689f72f3-8a26-4eb9-abf2-c41108bc5bb6,Offline,1
356,c1843817-41a0-4488-9c7a-5a537f4659b5,Offline,1
357,752ccf1a-c3a9-463a-af5a-ee8a0815ddad,Offline,1
358,bd3c3d70-fe18-477c-bdc3-51c106bd41b5,Offline,1
359,802f27c7-ea1a-4e42-97b3-8174f236e379,Offline,1
360,d6d28a99-70f3-4053-961c-029e34621e96,Offline,1
361,64f2a8ab-33f5-42c6-9ba5-54e65b6b5af4,Offline,1
362,b57fcc40-677a-40da-9faa-265af0fca89d,Offline,1
363,dfc7c753-24c4-4193-ae2b-2ee1af876a13,Offline,1
364,f96dc1f6-d3a8-4cf6-a3ab-6a1182d41edd,Offline,1
365,a14d25d1-f7f8-4220-8946-96cf6b19cae9,Offline,1
366,2384d785-bbf8-4c79-be46-5e56d3e5feee,Offline,1
367,88c6509b-cbe2-47c6-ad02-97c92e300c48,Offline,1
368,d8eb4bf2-57a4-4a6a-8865-4ce0bf2c9e12,Offline,1
369,f627af83-24c8-4c96-a7fd-4e60eddea09e,Offline,1
370,747f065e-55d2-47c9-ab2b-c349fcbc001d,Offline,1
371,59ad52ab-0325-4f71-bbf8-6d0eabc630ad,Offline,1
372,ddd0d578-3230-498c-9471-c90132d0399a,Offline,1
373,717bbe10-f11f-4197-820a-cc03420e2016,Offline,1
374,3e262f96-1a3a-4620-a5cb-26350e9ead3e,Offline,1
375,daba59b7-3cb9-4533-b8a8-9e0562490dd2,Offline,1
376,da651f2b-7264-419b-86f7-c68c199ab2eb,Offline,1
377,2f586764-da78-499d-9a41-eafd03844e80,Offline,1
378,64272418-9b0a-406a-8bbe-e115bdbfc718,Offline,1
379,6975f225-5acc-48bb-a80d-6a3a5e442fae,Offline,1
380,eeebd242-3df2-464c-9aa3-cd5781da8039,Offline,1
381,cb05f3e4-515e-4567-9ec2-b3d043b9f1e4,Offline,1
382,2f17238b-3151-4596-bd04-d55f4c80a066,Offline,1
383,c0f96359-1d50-4ea2-b4d2-98cffcc461bf,Offline,1
384,cee74a0a-0b19-443e-93ff-152112089c51,Offline,1
385,bf94eb8d-5d4f-43d3-9528-ff5ef9009951,Offline,1
386,7aaf2ee9-a6f9-4256-8f6b-742a0ee1ac2e,Offline,1
387,83cff052-3ad9-416d-b26e-4797eccc0f10,Offline,1
388,78cb70fb-cca0-4d6b-83e3-0ca440be5174,Offline,1
389,18d72f16-5e3b-4cdd-ac63-6847f84789e2,Offline,1
390,d1953b54-615a-4056-af44-817e8a0c4b40,Offline,1
391,5cd193d4-8ecf-4845-a463-61edf2b05ff3,Offline,1
392,7a0157cb-c6fc-4ec5-873e-fafdddf66174,Offline,1
393,d2def5be-4ed5-4735-ba73-d6a360f58a69,Offline,1
394,b07938ae-0ab3-44a5-9009-465521064ed4,Offline,1
395,dab9d52e-ee1a-4508-a4d6-5dd373bb25f6,Offline,1
396,792a10ac-a9bb-45ce-af93-7a2619ef61fe,Offline,1
