,id,jumlah_quiz_dikerjakan
77,dda13a7f-e01e-4084-b353-9a7870744ff1,1
78,cae3f7d3-ef38-44cd-99ae-c2606063e41f,1
79,26180c48-bfbb-4af5-b4ff-6a1aa15b9f84,1
80,5cb0e54b-ec8d-46d8-8d81-eaa3e0687114,1
81,ab3fe741-a432-4b93-97e7-ca7f86b14d56,1
82,51c428b4-c4a7-4da8-86e1-1fa640026086,1
83,49e2e565-049d-4753-871a-2ec2587d386e,1
84,e59739bb-d66f-479b-92f8-1a526fb5a428,1
85,cdb366d6-e302-45aa-b61c-6bb4bd827c4f,1
86,bd3fa596-ba3b-4756-90a8-164d551c2b98,1
87,5fb096ef-d891-4c20-aabc-80216c7d0ac6,1
88,e0c2a19b-d844-4f21-887c-a90f7c9b4346,1
89,6be004f0-b701-4daa-b7e2-312b56f97129,1
90,0b187bd8-2c9e-4c1a-ad95-1ac60fa3f39d,1
91,7a024b41-0a4e-41dd-ad47-121884fa8a11,1
92,a50dc3c0-5a19-4025-83eb-5812671c9480,1
93,d1560a24-8c99-4ae8-85f9-c9bf80991ce4,1
94,444bb96e-33b5-408b-8f36-792f40a9e402,1
95,11b7094b-b88a-4478-b067-09000dfe4062,1
96,637a2933-734a-4323-a7e9-7f9f79ad4dc4,1
97,1105bd82-4df4-4116-be5a-0fc3f7506907,1
98,a8272db8-0e9f-4372-a757-661bd02f9051,1
99,c81c0d30-be22-4d14-a328-3760bfd5e023,1
100,573f0cfc-29ec-4c96-b6fa-c4b9c5746ccf,1
101,a51ce71d-9acf-4e2f-b3bb-2d456a3de7ec,1
102,4c618e0b-e52e-4b54-98ca-542b28fe4432,1
103,220cc7c6-0cef-413b-af2a-ec2208ceac65,1
104,5ea1e29a-d64c-4b9b-bf02-d7bb6e8b1156,1
105,f29b1b86-ab96-4876-889d-70b5955a01c7,1
106,b50df7ff-04f6-45b6-b3fd-0d96d4fbcd61,1
107,5e6e310e-6abc-4e1a-b8e6-75b0a5b991b2,1
108,6e1d86b6-1249-4c44-a984-f1ea046d19b8,1
109,9054ffc8-9df3-4b73-a700-17b228a19cba,1
110,a04fce7c-b286-4d7c-a980-189ed10f7dcb,1
111,f443f8f7-c1f8-4b45-a91c-5a994f4c0ef6,1
112,e7d7ce10-2049-4fbe-8a69-710eb0c0b707,1
113,ff9d3a2b-707a-4274-9447-421946699738,1
114,22b43ba7-0a64-49dd-bf2f-b6920e84a056,1
115,65f9bddd-fe54-4b4a-b2fa-8104c5db89c0,1
116,b19d51d1-cbaf-4d83-948a-e8f634e3ca48,1
117,68808f5c-066f-4afa-b2fa-ae7abe1e6ba5,1
118,8f526ed2-d369-4494-ac76-83d6b718337f,1
119,53204bad-4011-4a1a-b4d1-cee62543e32e,1
120,9cdeb8f3-f6ad-44fd-bccb-390c69038d0b,1
121,d13135a7-9a68-4169-815e-981149a54291,1
122,0bb3ee6a-85cc-4eb3-b648-e8c08e1364db,1
123,fb0fdb0e-a962-4fa1-8447-b5f52235ffe8,1
124,9ac75f91-4f73-4df0-bb20-b7de3069baee,1
125,50fe2f3d-7fa4-43b4-b182-6ff9a0371dd4,1
126,5d674651-5ef2-4f04-b0fd-1cb744d92488,1
127,24e8d7e7-70e0-47f0-835c-f03045861de5,1
128,375b7df7-16cd-4376-965f-52dc0c4f3eb3,1
129,39acfef6-976a-4ca5-a481-e5d887907fad,1
130,ebcfc29b-0f9a-4a12-88c4-66d907cc65c9,1
131,eb698920-996b-4bbd-b8a5-7414f307aa42,1
132,80b41e1b-5190-447f-b409-c16b01162cf0,1
133,f6079976-5f69-482b-8b84-179dd5524bfa,1
134,f10cf3ff-f51e-442d-bee4-d1c0099c264c,1
135,98101cf4-a26d-4e32-9f91-6f42993b3ea1,1
136,a93b4520-48eb-4201-afbf-b8d72d7eb56a,1
137,61dbc7bb-5997-4446-a7eb-5b0cd4ea98db,1
138,8e0fa808-9c9f-47f2-aaa1-6fd29a3c638d,1
139,7c7aeed7-f005-426d-aafd-368700609ba0,1
140,1b06ccbe-4819-4c66-9629-77abef688416,1
141,9347de8d-7c8f-4fe7-bb9d-ccf63c729d89,1
142,26321a8a-0e7d-451e-a0f3-787a7432d9cb,1
143,a4272ae2-4e7e-4252-a49a-10445c387bc6,1
144,e62e4b0c-e929-48f4-ad21-f172df57e747,1
145,2d1a4ae6-c125-4238-ae47-5496c45d5d8c,1
146,e33fe1f5-796c-4c1d-84c4-32eb396f9837,1
147,4e5e83e4-af3a-4513-ae2d-281f7991fdb7,1
148,df68b52d-88f5-4b15-9731-39301acac35b,1
149,c3199038-0991-484e-bfee-899557351e13,1
150,ede1c719-13be-432a-958d-e5e220f7b972,1
151,af8a0613-364e-42b4-903f-c2ea6ed41cea,1
152,c393b545-0428-4a31-927b-e603aa307049,1
153,1a26488b-6cd0-47ce-a93f-a8b4c8da09e2,1
154,d056ef76-a2d5-4e81-9a82-0a5190a878e8,1
155,f5d4a203-e308-452c-86e4-9412e871f2e8,1
156,9e679f83-7105-4a2c-b9d2-82964ea88b4f,1
157,20d213ef-76bf-41bb-bc87-9ffcfa2127bc,1
158,8c8342e9-a790-4117-b607-5415d372b7f6,1
159,a21eedda-983a-47dd-81fc-20e1b1f34d9e,1
160,6f680a58-6e7f-4b24-ab2a-8f615cd14a21,1
161,d5b84e64-0316-493b-9d2d-3d5a49490e9c,1
162,85c289f3-c492-4b55-91f1-25a199c58832,1
163,8cc0183c-f480-475a-a25b-559f3576b7c5,1
164,86677349-04ed-425a-b521-0389359ed54e,1
165,455e0529-272b-4550-95d5-a0bdb835ca9f,1
166,20c3a3f4-11c6-43d4-a63d-88f54b3b8096,1
167,acf94512-66a4-418e-98d7-dfc6c4691d80,1
168,7428131a-f272-433f-b7ae-725af2ab628d,1
169,a137710a-0bfc-4d4e-be3b-2aa711ee0d7c,1
170,58d13a75-2efb-4254-85fa-13bdb2ac2156,1
171,9edfb2eb-d613-48d3-bce6-bc81bffc2ac7,1
172,8905a79c-4956-4918-b85f-f194e57c2e62,1
173,eb90a88d-20c0-4c51-98f1-a67bc873c84d,1
174,7c900363-ac5f-43a0-ae64-d5bb23688d88,1
175,493c0fa8-bb96-4b13-b9fb-93abb37b65e7,1
176,f9c4d67a-8176-4831-b098-8d866ed2dd52,1
177,c44b54b6-297d-4d1f-a5cc-1fbf039d492b,1
178,7828cf51-b3a0-48db-8231-70513625208a,1
179,ac687490-2263-42a4-b629-41f9cb808ec3,1
180,ae0bc742-9002-4ac9-b183-a2041b84bc8b,1
181,5ef1e3ae-45e5-41e7-956b-4cef7dcf95b5,1
182,2c7871c7-4bd5-43a8-aa2c-3c65fc33736c,1
183,927c3ada-c329-468f-8b53-036feb07b813,1
184,2f520f04-c2d9-4b9c-a029-6f9df9507b70,1
185,fefb10d9-4247-4d30-b89d-9efd8c703bf1,1
186,9272dcff-3d6f-401f-9f68-7c06df177b96,1
187,9798eef8-20b9-4df4-a0de-81ed2227b9bf,1
188,83da35e2-88ab-4562-9f43-c192ecdaed1e,1
189,581e0c61-097c-43a1-807a-d1f21bf13e0c,1
190,3c24d078-c8f8-4f83-ab59-6d25c5b84bc2,1
191,e490e589-c757-4a79-9fb9-b96dc034c08b,1
192,41ae8e3f-715e-4fe0-aa5f-75aca345731c,1
193,a9bdcbf6-4345-477c-a7a8-a7a09b29bd64,1
194,2b7f0ba7-166f-43e5-9c60-056b72b479a4,1
195,8aef2d51-8022-4436-a3a6-8c80ea4e0d91,1
196,d975480c-d90f-414e-a9e1-b1288c4fbd1c,1
197,789055e5-3d0a-423a-bd82-c9fcfdf03bac,1
198,6e83b88a-84c4-4f8a-8fa9-9ff48e48fa49,1
199,e9877472-82b1-472c-8e62-929561e5e2e7,1
200,207a3175-fda0-43fb-8b30-c257bf055847,1
201,18ef96e8-9a73-4678-8c6c-772ce127d7f9,1
202,2d289025-ff1e-4ba7-a201-6b6053e593e8,1
203,9dafb395-690f-4613-9aed-1761724d82c8,1
204,fe2ef5d1-e5b0-4c59-b553-8a14aa6485fd,1
205,79ce6eb0-d1d0-42fe-b157-1bb64abf5596,1
206,4ac5d5c7-fcf8-4d13-8384-5e452e3c04af,1
207,de26149b-380f-42c9-bdc1-a8584f2c5233,1
208,cbaaf4cd-85c3-4140-9033-acedf90fa1cb,1
209,6e65b841-848c-46e7-a8b3-15ca81055f6a,1
210,f05a9269-3068-486a-b87d-fda9d757275c,1
211,23f67700-5b2a-4ebb-a7a6-2b6bd78cea75,1
212,c43a7404-eeeb-4714-9bc9-598b448da6f9,1
213,f09830ac-90c9-4f96-82d2-30a969c28516,1
214,b8d47eb3-c03a-46ae-9ccb-29bb9f61162b,1
215,366c8261-243e-4eab-9695-6df81979597a,1
216,ae40a3a5-e900-4cbc-8955-280bd7529d92,1
217,0abe9114-4d57-4368-9b74-8ff8d5ab22cf,1
218,be1f9c71-c6b8-48c6-84bb-6ef5174954aa,1
219,87fe0f9e-2ee2-4524-895b-5cb68e7b55ab,1
220,f63a1efa-33c6-40c7-8688-ef9d34466284,1
221,e9b443df-a15c-4c9f-b225-c44096cdcb9e,1
222,a5a4ee5b-8385-4dfb-9185-a1deb1531cdb,1
223,efee5412-be59-448d-9f6e-9a7dcf201113,1
224,9c190f0c-c070-4a52-946b-462086f30106,1
225,2b9d541b-cc79-4e7a-8aca-958bed3b2c61,1
226,55284c4b-b914-4e5d-9551-79d8f5b4eb5d,1
227,e70f6ce4-4606-4a3d-a5cb-3c22ac67b4ea,1
228,393c8d69-3a0e-414a-8b81-6b069e1d3432,1
229,b7ba5486-611f-4ead-9e37-51de7d6961bb,1
230,7c032388-80b3-48e9-be91-56bf32f69e9c,1
231,651aa3c1-3bba-4b30-9471-e0f7857900f7,1
232,d99430cc-3810-4660-823f-02144b19ea3d,1
233,934eaca0-2d10-4419-8175-7812976e2931,1
234,3715dae0-d872-499f-8f0c-fabf940e2bc0,1
235,ad7840ca-5f92-40dd-963a-5f8460b3a9dd,1
236,c7bf0ed5-820e-4544-920d-c50b944dec2c,1
237,a2b117e7-ab57-476e-831c-33f7ceb1aa35,1
238,c0db802b-635c-4f93-b4cb-7d9883a43093,1
239,c6990f5b-cd7a-4dda-a877-6155653d134e,1
240,b5ed5b65-c1bf-4b2f-b650-e60a5139f1bc,1
241,820fb470-45af-4458-a617-8ea1f9d8915d,1
242,1d9c5351-1850-448d-a113-86faf797165f,1
243,ac1781e0-796b-4d94-a324-680e348fe2cb,1
244,de511cef-1fc8-493b-bb99-d9ba30a042c9,1
245,f21916d7-d541-4ce8-a39b-d7f0276da589,1
246,6f9ed042-aee1-4527-9335-284bb7d27521,1
247,9a72950d-597c-4488-8d80-702130f485ee,1
248,a07d4949-be64-47ce-b0d2-c4b3e775404e,1
249,aac4a278-e82f-40cc-9662-861f6b2ac634,1
250,b52aa66d-49b6-4823-b15d-19817ab072ab,1
251,e0766991-32fc-4294-b1e2-a0dff52c64f2,1
252,e11ba41b-805a-4223-afa6-67c773666985,1
253,37801059-5d8a-4bb8-ac44-c92f83dbfa3a,1
254,11cb3da8-b076-4554-b86b-ad619773b101,1
255,a997b75b-15b5-4973-bd5c-0372fd8cb344,1
256,e42c716f-8970-4881-89c6-3db8a37ccd35,1
257,d5bb291b-06cc-4dec-968a-ce7db7529f77,1
258,adc0ba52-ad0c-4888-9527-72d7900b42bd,1
259,53f8916f-1f81-4fd4-ba7e-b3574e6852eb,1
260,1699c2dd-b2b5-4756-bc87-a4b933c25c01,1
261,f8a5ac4a-6f9a-4356-a9d7-142b91a4c9a4,1
262,0c2d68f2-4d17-4dab-b9a1-d0bdf4e10ce4,1
263,ed2064be-7d40-4f59-9e7d-d7e7dd54b118,1
264,d057bbf9-c5fa-420a-9bb9-1f6322853d1c,1
265,f2708137-31a5-416c-bbff-7155fb5aa25c,1
266,be5ec881-1245-4f55-9f25-8f76599294aa,1
267,9a61b41c-a3e3-4ee1-b5d0-fd87681fe92a,1
268,f6a23d22-7609-4675-b15a-07e2ac92d770,1
269,5805dec2-b9a9-4314-9e19-729737c7a6c6,1
270,984f5641-df2b-40ba-83b2-61ba8eabc65c,1
271,af410c09-749d-4f0b-bdb1-f3d0e42a2b0f,1
272,2e276933-00b1-44a5-93f7-8327f3fcca83,1
273,899d5675-9fe8-4dde-af03-7b62ba95428c,1
274,ceb7a529-86be-4dc4-b116-38797aabd2dd,1
275,f2359723-11a9-4415-8278-4adb624d9e6b,1
276,58326bf0-4f33-4c16-b328-cc206f87d423,1
277,5c1e8c88-6c25-4e21-99e7-98f3140d754f,1
278,5cf62f0f-9b68-4dd7-9dd1-78727e147558,1
279,93515f8d-d789-46de-bb36-728e6b16625a,1
280,5d11e9c3-db2d-42ce-a4b2-676294bcab5c,1
281,7d446322-1542-4988-929c-6542663cfe0c,1
282,caa1cb22-fbe5-43dd-bba4-11dd60e108aa,1
283,29db820a-86ac-4510-88f7-184d6f9dcf9c,1
284,b5bc6003-dc35-4ca6-b16c-1752ffb0d186,1
285,6b544598-bc17-4e6f-9cd4-987f46c83902,1
286,b94abf88-995e-47ac-9dae-0fc713c19fd9,1
287,c005b690-b142-4d65-85e4-6ae65a48024d,1
288,c44794ff-60de-42e8-9ac1-d221a8ab29c0,1
289,e10e6103-9fa7-4a16-bfe4-f437f8ccfdbc,1
290,c34aed25-5a2c-400e-ba87-7168d634e3bd,1
291,d1f141a2-1152-4522-ac13-eb572de63737,1
292,6d494d2e-4ab9-4884-b620-e73214923863,1
293,357bbbdb-8186-4709-a792-2b49f743fad2,1
294,f4470d04-89ee-4c8e-99d8-4ed12535524b,1
295,15500f87-5d38-4e31-b34d-fe209c3a5de4,1
296,da0a8407-c3fa-42bc-bd2b-23e1c7cde8a9,1
297,921eaf8b-9aee-46c9-8e43-76663964131c,1
298,e469cc62-5dfe-42a1-be57-e686c98e01c6,1
299,ed9b6e30-d898-4452-97e1-ccbcff4a27bb,1
300,40c6a39c-67fc-4202-b18e-ef0e0185bdd3,1
301,9fdd2e9f-bbb9-4c36-ad62-91b8914dd0ea,1
302,d1adf242-5e1a-4a78-9c07-f0ba06758c42,1
303,3ebec66e-6765-4b6b-a97a-c0eb8314e327,1
304,0e97a2f7-f21a-4142-b564-eac1d55150cb,1
305,91e4721c-9e62-45f6-874a-878f40489739,1
306,fcf4ee65-4267-4b08-bb3d-1860d83cb6e0,1
307,b8b1fa86-8f82-4898-a242-72dfdcfc0b75,1
308,96491651-a46d-4fae-84ea-64c3c00a3071,1
309,c6843a46-7606-45f7-a642-7dfbe9bb61cf,1
310,84d29b44-26c6-4b05-8a67-31831d35be32,1
311,b8617d9b-d83b-4256-a87a-6edeaaedc6ba,1
312,2c867a72-877a-4cfb-8d18-01990c6c4846,1
313,88f20ee0-e749-487f-a908-12f8ab47142b,1
314,e8cf2675-3727-4525-970c-77eff23acff5,1
315,5d6539ff-441b-46cc-af23-5b77ff05230e,1
316,4afd54fc-f5e7-41c3-beaf-b9b1270a218c,1
317,1b8f176a-44b5-4b9f-b3aa-7fd66e2c5697,1
318,b2120df0-7828-41fd-8a67-19bf1554d594,1
319,cbce132e-cb8f-4aac-a1c1-a776704aebef,1
320,391319c2-41bc-4213-ba51-0e06718e1803,1
321,8bad8df3-fd1c-47eb-a830-cd085d8918f1,1
322,1f4653ef-22c9-4df4-acae-3ce6dcf43075,1
323,6f2f152e-fe85-4611-857a-528266761927,1
324,9c7b2243-d03e-419c-babb-f8b3ea3c8400,1
325,a47a4348-5295-48e9-aea3-acb821b95f11,1
326,6e77a16f-1fc0-43a6-bf10-ef592e2084ea,1
327,14d84dec-8ae5-46d1-aebd-b3aa52f097ff,1
328,5fab557d-756e-44e7-8f28-2896570692b2,1
329,5d8a1dd5-498e-47ba-8bfc-62763467a996,1
330,273a109b-52b8-4925-8536-22ceb3b716dc,1
331,3cd61aab-db88-4ef9-8be4-5f94ff9698e7,1
332,eb5ab705-64b5-4824-80b1-748c0c01560b,1
333,5febecf8-2d9f-471b-9303-cd8dd0f658af,1
334,6b792bd6-6f66-4692-b446-832cc13edc39,1
335,606ef552-6427-489e-aec2-43a4a17643e2,1
336,8836f623-a6e4-442f-aa50-99c436187488,1
337,0f1a02d0-badb-422e-a97f-76df0e23f581,1
338,7fab4381-0d58-4c87-890a-00f892c6b4d3,1
339,4ff66c05-68eb-4bc1-9ed7-4ca15066eb3c,1
340,3418969d-5c13-46ee-8df0-794019e7a64f,1
341,95914d89-1f22-4630-8d62-91f2d8d0ed88,1
342,abeb14a7-d8db-429f-9acc-79ef8cdf9a02,1
343,22c4015e-dc9e-4d9e-b7f2-3a69fe57a3b8,1
344,0b5bc2f8-6b6b-4cd8-abdd-7c9350676492,1
345,38f9af29-497a-49e7-b561-797d2a207cf0,1
346,b8711a0e-32ab-47db-aeb9-91be60b918a4,1
347,77a3f484-80a6-4184-b278-fc2ba7a9bc4d,1
348,0d81df22-243d-48a5-829e-9b4954d5cd5b,1
349,b1d1a983-98bc-441f-96bf-b92fd2c78493,1
350,4073acaa-d216-4e04-8729-bfadada4d095,1
351,95d5bb8d-2790-43d4-a0a3-970e5fe6ac19,1
352,60a29855-f1ba-4d16-a0e5-45fdc18d8780,1
353,1da45063-2dc1-41f2-88ea-7f61fe7f9a19,1
354,3ad458ed-6069-4907-a71e-efda23c5abff,1
355,0d5f41b7-3ab8-478c-836a-767823fd4c82,1
356,ec3f623a-65f2-4b0d-937b-d0d1c4325976,1
357,ce6e85c5-f384-4d46-b67e-a4ca72252a0a,1
358,22573f4b-b316-4b08-8b75-d05541ea7fcd,1
359,558a3ec4-7fbc-40e7-9553-f8cff87516c7,1
360,93cc8629-4757-4a91-acbe-cb586e385c66,1
361,ff4a3b75-5599-4d90-95f0-8a1bf29c5849,1
362,a59fa924-4733-471c-8754-f6595cd0e6f1,1
363,8c45b709-a6d6-49b8-b996-e76dc0934213,1
364,789b8d4b-a8d0-430d-9fd4-29d445b2f6f2,1
365,c233c56b-6f1a-4f53-9f27-e39f5220f9d3,1
366,357a2790-e856-4dd3-a0f5-8f6e14d0267f,1
367,d9196f86-a4c4-48aa-89e6-1f61947b8201,1
368,689f72f3-8a26-4eb9-abf2-c41108bc5bb6,1
369,c1843817-41a0-4488-9c7a-5a537f4659b5,1
370,752ccf1a-c3a9-463a-af5a-ee8a0815ddad,1
371,bd3c3d70-fe18-477c-bdc3-51c106bd41b5,1
372,802f27c7-ea1a-4e42-97b3-8174f236e379,1
373,d6d28a99-70f3-4053-961c-029e34621e96,1
374,64f2a8ab-33f5-42c6-9ba5-54e65b6b5af4,1
375,b57fcc40-677a-40da-9faa-265af0fca89d,1
376,dfc7c753-24c4-4193-ae2b-2ee1af876a13,1
377,f96dc1f6-d3a8-4cf6-a3ab-6a1182d41edd,1
378,a14d25d1-f7f8-4220-8946-96cf6b19cae9,1
379,2384d785-bbf8-4c79-be46-5e56d3e5feee,1
380,88c6509b-cbe2-47c6-ad02-97c92e300c48,1
381,d8eb4bf2-57a4-4a6a-8865-4ce0bf2c9e12,1
382,f627af83-24c8-4c96-a7fd-4e60eddea09e,1
383,0aa927af-2e14-47b5-bb75-c1c700b13262,1
384,747f065e-55d2-47c9-ab2b-c349fcbc001d,1
385,59ad52ab-0325-4f71-bbf8-6d0eabc630ad,1
386,ddd0d578-3230-498c-9471-c90132d0399a,1
387,717bbe10-f11f-4197-820a-cc03420e2016,1
388,3e262f96-1a3a-4620-a5cb-26350e9ead3e,1
389,daba59b7-3cb9-4533-b8a8-9e0562490dd2,1
390,da651f2b-7264-419b-86f7-c68c199ab2eb,1
391,2f586764-da78-499d-9a41-eafd03844e80,1
392,64272418-9b0a-406a-8bbe-e115bdbfc718,1
393,6975f225-5acc-48bb-a80d-6a3a5e442fae,1
394,eeebd242-3df2-464c-9aa3-cd5781da8039,1
395,cb05f3e4-515e-4567-9ec2-b3d043b9f1e4,1
396,2f17238b-3151-4596-bd04-d55f4c80a066,1
397,0e58e77d-a18e-44d2-9fb8-522685cc2b76,1
398,c0f96359-1d50-4ea2-b4d2-98cffcc461bf,1
399,cee74a0a-0b19-443e-93ff-152112089c51,1
400,bf94eb8d-5d4f-43d3-9528-ff5ef9009951,1
401,7aaf2ee9-a6f9-4256-8f6b-742a0ee1ac2e,1
402,83cff052-3ad9-416d-b26e-4797eccc0f10,1
403,78cb70fb-cca0-4d6b-83e3-0ca440be5174,1
404,18d72f16-5e3b-4cdd-ac63-6847f84789e2,1
405,d1953b54-615a-4056-af44-817e8a0c4b40,1
406,5cd193d4-8ecf-4845-a463-61edf2b05ff3,1
407,7a0157cb-c6fc-4ec5-873e-fafdddf66174,1
408,d2def5be-4ed5-4735-ba73-d6a360f58a69,1
409,b07938ae-0ab3-44a5-9009-465521064ed4,1
410,dab9d52e-ee1a-4508-a4d6-5dd373bb25f6,1
411,792a10ac-a9bb-45ce-af93-7a2619ef61fe,1
412,24f641eb-913a-4416-84af-07ec8721940e,1
413,41c2499e-4649-4cd4-8476-d435c6166c58,1
414,f59c8c41-7c50-4929-a64d-49cf2e587423,1
415,dbf069ee-b1dd-4b75-8b6e-73734ec2cb48,1
416,ef4ca2ea-04a0-43cb-b257-87ad0f4d14b0,1
417,4cab344d-1770-4c38-a71f-6d51e8f3b5cc,1
418,48a6d994-4f5b-468f-a96b-9ebe47e8e279,1
419,dceebdb5-1a91-4fa6-8072-aaa827868eb3,1
420,2b46b282-1df9-4423-9625-2c6743a25144,1
421,483a2cf3-98f9-456d-81d9-022710423c23,1
422,1fb37a6e-bfb4-48da-b71f-d813fb59ef1c,1
423,2a205037-8c86-4372-a92d-d81ee9b38025,1
424,44f5e566-7fef-484a-b881-c53d9249ae9b,1
425,3dea5f61-f356-432f-b831-57df87d6b032,1
426,d1d66775-cc03-42ea-ad3c-681efafb3682,1
427,2ae01d22-116d-44c0-84be-cfad96fb519c,1
428,b166452a-784d-4789-941e-1c7b8b6229f6,1
429,1e22ce44-7a97-4f75-b7f5-d47bd96a8342,1
430,0fe94c00-c05c-4d31-9f39-7d31012ea47a,1
431,16b89a6a-1ce4-4a2d-b19e-8d37bc7c7c5e,1
432,663c3978-6013-4a55-9a58-5d538e435021,1
433,7f337d29-cfd2-4a03-bbb9-ec6196e1d34d,1
434,5ef119b1-883b-4964-8400-341414ee551a,1
435,709c8608-6cac-4147-9d6e-e8152ce6340c,1
436,17f173bf-52a2-4042-80ee-6d30d0217f4c,1
437,216de2aa-e0bf-41b4-92da-3ad50ab2af5e,1
438,9c2aadbd-036d-45e6-b130-7f3d98892dba,1
439,4cf82814-1d7e-430c-bba3-247af2552306,1
440,b661cc43-3695-4a39-b0dc-21164ec6e199,1
441,e04076e5-3fab-4e6b-9f79-38c54336e47b,1
442,d59a405f-f8b3-49e9-9ac2-88dc3e6a1e53,1
443,a133b00f-54e3-42c5-87db-f89de83c6874,1
444,bcb872cd-f6f8-422c-8729-59be0b01e4c4,1
445,e18562d7-a549-49e1-ade6-2373fed3787d,1
446,34099491-cba6-4b79-9c62-38e83f1cf9db,1
447,5e454df6-a68f-4b76-b06a-f576ed27a11e,1
