,id,Score
181,7428131a-f272-433f-b7ae-725af2ab628d,50 / 100
182,a137710a-0bfc-4d4e-be3b-2aa711ee0d7c,80 / 100
183,58d13a75-2efb-4254-85fa-13bdb2ac2156,75 / 100
184,9edfb2eb-d613-48d3-bce6-bc81bffc2ac7,75 / 100
185,8905a79c-4956-4918-b85f-f194e57c2e62,90 / 100
186,eb90a88d-20c0-4c51-98f1-a67bc873c84d,100 / 100
187,7c900363-ac5f-43a0-ae64-d5bb23688d88,90 / 100
188,493c0fa8-bb96-4b13-b9fb-93abb37b65e7,65 / 100
189,f9c4d67a-8176-4831-b098-8d866ed2dd52,100 / 100
190,c44b54b6-297d-4d1f-a5cc-1fbf039d492b,95 / 100
191,7828cf51-b3a0-48db-8231-70513625208a,95 / 100
192,ac687490-2263-42a4-b629-41f9cb808ec3,70 / 100
193,ae0bc742-9002-4ac9-b183-a2041b84bc8b,95 / 100
194,5ef1e3ae-45e5-41e7-956b-4cef7dcf95b5,80 / 100
195,2c7871c7-4bd5-43a8-aa2c-3c65fc33736c,65 / 100
196,927c3ada-c329-468f-8b53-036feb07b813,70 / 100
197,2f520f04-c2d9-4b9c-a029-6f9df9507b70,60 / 100
198,fefb10d9-4247-4d30-b89d-9efd8c703bf1,80 / 100
199,9272dcff-3d6f-401f-9f68-7c06df177b96,70 / 100
200,9798eef8-20b9-4df4-a0de-81ed2227b9bf,85 / 100
201,83da35e2-88ab-4562-9f43-c192ecdaed1e,75 / 100
202,581e0c61-097c-43a1-807a-d1f21bf13e0c,85 / 100
203,3c24d078-c8f8-4f83-ab59-6d25c5b84bc2,50 / 100
204,e490e589-c757-4a79-9fb9-b96dc034c08b,75 / 100
205,41ae8e3f-715e-4fe0-aa5f-75aca345731c,95 / 100
206,a9bdcbf6-4345-477c-a7a8-a7a09b29bd64,80 / 100
207,2b7f0ba7-166f-43e5-9c60-056b72b479a4,85 / 100
208,8aef2d51-8022-4436-a3a6-8c80ea4e0d91,65 / 100
209,d975480c-d90f-414e-a9e1-b1288c4fbd1c,60 / 100
210,789055e5-3d0a-423a-bd82-c9fcfdf03bac,60 / 100
211,6e83b88a-84c4-4f8a-8fa9-9ff48e48fa49,65 / 100
212,e9877472-82b1-472c-8e62-929561e5e2e7,85 / 100
213,207a3175-fda0-43fb-8b30-c257bf055847,60 / 100
214,18ef96e8-9a73-4678-8c6c-772ce127d7f9,80 / 100
215,2d289025-ff1e-4ba7-a201-6b6053e593e8,90 / 100
216,9dafb395-690f-4613-9aed-1761724d82c8,100 / 100
217,fe2ef5d1-e5b0-4c59-b553-8a14aa6485fd,90 / 100
218,79ce6eb0-d1d0-42fe-b157-1bb64abf5596,70 / 100
219,4ac5d5c7-fcf8-4d13-8384-5e452e3c04af,100 / 100
220,de26149b-380f-42c9-bdc1-a8584f2c5233,50 / 100
221,cbaaf4cd-85c3-4140-9033-acedf90fa1cb,95 / 100
222,6e65b841-848c-46e7-a8b3-15ca81055f6a,95 / 100
223,f05a9269-3068-486a-b87d-fda9d757275c,95 / 100
224,23f67700-5b2a-4ebb-a7a6-2b6bd78cea75,100 / 100
225,c43a7404-eeeb-4714-9bc9-598b448da6f9,90 / 100
226,f09830ac-90c9-4f96-82d2-30a969c28516,50 / 100
227,b8d47eb3-c03a-46ae-9ccb-29bb9f61162b,80 / 100
228,366c8261-243e-4eab-9695-6df81979597a,90 / 100
229,ae40a3a5-e900-4cbc-8955-280bd7529d92,65 / 100
230,0abe9114-4d57-4368-9b74-8ff8d5ab22cf,90 / 100
231,be1f9c71-c6b8-48c6-84bb-6ef5174954aa,90 / 100
232,87fe0f9e-2ee2-4524-895b-5cb68e7b55ab,100 / 100
233,f63a1efa-33c6-40c7-8688-ef9d34466284,95 / 100
234,e9b443df-a15c-4c9f-b225-c44096cdcb9e,100 / 100
235,a5a4ee5b-8385-4dfb-9185-a1deb1531cdb,80 / 100
236,efee5412-be59-448d-9f6e-9a7dcf201113,65 / 100
237,9c190f0c-c070-4a52-946b-462086f30106,100 / 100
238,2b9d541b-cc79-4e7a-8aca-958bed3b2c61,90 / 100
239,55284c4b-b914-4e5d-9551-79d8f5b4eb5d,65 / 100
240,e70f6ce4-4606-4a3d-a5cb-3c22ac67b4ea,90 / 100
241,393c8d69-3a0e-414a-8b81-6b069e1d3432,100 / 100
242,b7ba5486-611f-4ead-9e37-51de7d6961bb,60 / 100
243,7c032388-80b3-48e9-be91-56bf32f69e9c,85 / 100
244,651aa3c1-3bba-4b30-9471-e0f7857900f7,90 / 100
245,d99430cc-3810-4660-823f-02144b19ea3d,65 / 100
246,934eaca0-2d10-4419-8175-7812976e2931,95 / 100
247,3715dae0-d872-499f-8f0c-fabf940e2bc0,100 / 100
248,ad7840ca-5f92-40dd-963a-5f8460b3a9dd,75 / 100
249,c7bf0ed5-820e-4544-920d-c50b944dec2c,95 / 100
250,a2b117e7-ab57-476e-831c-33f7ceb1aa35,60 / 100
251,c0db802b-635c-4f93-b4cb-7d9883a43093,70 / 100
252,c6990f5b-cd7a-4dda-a877-6155653d134e,95 / 100
253,b5ed5b65-c1bf-4b2f-b650-e60a5139f1bc,70 / 100
254,820fb470-45af-4458-a617-8ea1f9d8915d,75 / 100
255,1d9c5351-1850-448d-a113-86faf797165f,60 / 100
256,ac1781e0-796b-4d94-a324-680e348fe2cb,90 / 100
257,de511cef-1fc8-493b-bb99-d9ba30a042c9,85 / 100
258,f21916d7-d541-4ce8-a39b-d7f0276da589,75 / 100
259,6f9ed042-aee1-4527-9335-284bb7d27521,95 / 100
260,9a72950d-597c-4488-8d80-702130f485ee,90 / 100
261,a07d4949-be64-47ce-b0d2-c4b3e775404e,90 / 100
262,aac4a278-e82f-40cc-9662-861f6b2ac634,85 / 100
263,b52aa66d-49b6-4823-b15d-19817ab072ab,100 / 100
264,e0766991-32fc-4294-b1e2-a0dff52c64f2,90 / 100
265,e11ba41b-805a-4223-afa6-67c773666985,80 / 100
266,37801059-5d8a-4bb8-ac44-c92f83dbfa3a,100 / 100
267,11cb3da8-b076-4554-b86b-ad619773b101,65 / 100
268,a997b75b-15b5-4973-bd5c-0372fd8cb344,60 / 100
269,e42c716f-8970-4881-89c6-3db8a37ccd35,70 / 100
270,d5bb291b-06cc-4dec-968a-ce7db7529f77,65 / 100
271,adc0ba52-ad0c-4888-9527-72d7900b42bd,100 / 100
272,53f8916f-1f81-4fd4-ba7e-b3574e6852eb,70 / 100
273,1699c2dd-b2b5-4756-bc87-a4b933c25c01,90 / 100
274,f8a5ac4a-6f9a-4356-a9d7-142b91a4c9a4,100 / 100
275,0c2d68f2-4d17-4dab-b9a1-d0bdf4e10ce4,90 / 100
276,ed2064be-7d40-4f59-9e7d-d7e7dd54b118,85 / 100
277,d057bbf9-c5fa-420a-9bb9-1f6322853d1c,85 / 100
278,f2708137-31a5-416c-bbff-7155fb5aa25c,90 / 100
279,be5ec881-1245-4f55-9f25-8f76599294aa,95 / 100
280,9a61b41c-a3e3-4ee1-b5d0-fd87681fe92a,75 / 100
281,f6a23d22-7609-4675-b15a-07e2ac92d770,90 / 100
282,5805dec2-b9a9-4314-9e19-729737c7a6c6,90 / 100
283,984f5641-df2b-40ba-83b2-61ba8eabc65c,85 / 100
284,af410c09-749d-4f0b-bdb1-f3d0e42a2b0f,100 / 100
285,2e276933-00b1-44a5-93f7-8327f3fcca83,90 / 100
286,899d5675-9fe8-4dde-af03-7b62ba95428c,90 / 100
287,ceb7a529-86be-4dc4-b116-38797aabd2dd,90 / 100
288,f2359723-11a9-4415-8278-4adb624d9e6b,80 / 100
289,58326bf0-4f33-4c16-b328-cc206f87d423,65 / 100
290,5c1e8c88-6c25-4e21-99e7-98f3140d754f,90 / 100
291,5cf62f0f-9b68-4dd7-9dd1-78727e147558,90 / 100
292,93515f8d-d789-46de-bb36-728e6b16625a,75 / 100
293,5d11e9c3-db2d-42ce-a4b2-676294bcab5c,75 / 100
294,7d446322-1542-4988-929c-6542663cfe0c,85 / 100
295,caa1cb22-fbe5-43dd-bba4-11dd60e108aa,100 / 100
296,29db820a-86ac-4510-88f7-184d6f9dcf9c,70 / 100
297,b5bc6003-dc35-4ca6-b16c-1752ffb0d186,90 / 100
298,6b544598-bc17-4e6f-9cd4-987f46c83902,60 / 100
299,b94abf88-995e-47ac-9dae-0fc713c19fd9,80 / 100
300,c005b690-b142-4d65-85e4-6ae65a48024d,85 / 100
301,c44794ff-60de-42e8-9ac1-d221a8ab29c0,65 / 100
302,e10e6103-9fa7-4a16-bfe4-f437f8ccfdbc,90 / 100
303,c34aed25-5a2c-400e-ba87-7168d634e3bd,65 / 100
304,d1f141a2-1152-4522-ac13-eb572de63737,50 / 100
305,6d494d2e-4ab9-4884-b620-e73214923863,60 / 100
306,357bbbdb-8186-4709-a792-2b49f743fad2,85 / 100
307,f4470d04-89ee-4c8e-99d8-4ed12535524b,75 / 100
308,15500f87-5d38-4e31-b34d-fe209c3a5de4,70 / 100
309,da0a8407-c3fa-42bc-bd2b-23e1c7cde8a9,75 / 100
310,921eaf8b-9aee-46c9-8e43-76663964131c,50 / 100
311,e469cc62-5dfe-42a1-be57-e686c98e01c6,70 / 100
312,ed9b6e30-d898-4452-97e1-ccbcff4a27bb,75 / 100
313,40c6a39c-67fc-4202-b18e-ef0e0185bdd3,100 / 100
314,9fdd2e9f-bbb9-4c36-ad62-91b8914dd0ea,90 / 100
315,d1adf242-5e1a-4a78-9c07-f0ba06758c42,100 / 100
316,3ebec66e-6765-4b6b-a97a-c0eb8314e327,90 / 100
317,0e97a2f7-f21a-4142-b564-eac1d55150cb,50 / 100
318,91e4721c-9e62-45f6-874a-878f40489739,90 / 100
319,fcf4ee65-4267-4b08-bb3d-1860d83cb6e0,90 / 100
320,b8b1fa86-8f82-4898-a242-72dfdcfc0b75,50 / 100
321,96491651-a46d-4fae-84ea-64c3c00a3071,50 / 100
322,c6843a46-7606-45f7-a642-7dfbe9bb61cf,75 / 100
323,84d29b44-26c6-4b05-8a67-31831d35be32,85 / 100
324,b8617d9b-d83b-4256-a87a-6edeaaedc6ba,100 / 100
325,2c867a72-877a-4cfb-8d18-01990c6c4846,60 / 100
326,88f20ee0-e749-487f-a908-12f8ab47142b,75 / 100
327,e8cf2675-3727-4525-970c-77eff23acff5,70 / 100
328,5d6539ff-441b-46cc-af23-5b77ff05230e,95 / 100
329,4afd54fc-f5e7-41c3-beaf-b9b1270a218c,80 / 100
330,1b8f176a-44b5-4b9f-b3aa-7fd66e2c5697,90 / 100
331,b2120df0-7828-41fd-8a67-19bf1554d594,60 / 100
332,cbce132e-cb8f-4aac-a1c1-a776704aebef,65 / 100
333,391319c2-41bc-4213-ba51-0e06718e1803,80 / 100
334,8bad8df3-fd1c-47eb-a830-cd085d8918f1,100 / 100
335,1f4653ef-22c9-4df4-acae-3ce6dcf43075,80 / 100
336,6f2f152e-fe85-4611-857a-528266761927,95 / 100
337,9c7b2243-d03e-419c-babb-f8b3ea3c8400,75 / 100
338,a47a4348-5295-48e9-aea3-acb821b95f11,65 / 100
339,6e77a16f-1fc0-43a6-bf10-ef592e2084ea,80 / 100
340,14d84dec-8ae5-46d1-aebd-b3aa52f097ff,90 / 100
341,5fab557d-756e-44e7-8f28-2896570692b2,90 / 100
342,5d8a1dd5-498e-47ba-8bfc-62763467a996,50 / 100
343,273a109b-52b8-4925-8536-22ceb3b716dc,100 / 100
344,3cd61aab-db88-4ef9-8be4-5f94ff9698e7,85 / 100
345,eb5ab705-64b5-4824-80b1-748c0c01560b,85 / 100
346,5febecf8-2d9f-471b-9303-cd8dd0f658af,80 / 100
347,6b792bd6-6f66-4692-b446-832cc13edc39,65 / 100
348,606ef552-6427-489e-aec2-43a4a17643e2,75 / 100
349,8836f623-a6e4-442f-aa50-99c436187488,80 / 100
350,0f1a02d0-badb-422e-a97f-76df0e23f581,70 / 100
351,7fab4381-0d58-4c87-890a-00f892c6b4d3,100 / 100
352,4ff66c05-68eb-4bc1-9ed7-4ca15066eb3c,95 / 100
353,3418969d-5c13-46ee-8df0-794019e7a64f,50 / 100
354,95914d89-1f22-4630-8d62-91f2d8d0ed88,50 / 100
355,abeb14a7-d8db-429f-9acc-79ef8cdf9a02,90 / 100
356,22c4015e-dc9e-4d9e-b7f2-3a69fe57a3b8,65 / 100
357,0b5bc2f8-6b6b-4cd8-abdd-7c9350676492,70 / 100
358,38f9af29-497a-49e7-b561-797d2a207cf0,90 / 100
359,b8711a0e-32ab-47db-aeb9-91be60b918a4,50 / 100
360,77a3f484-80a6-4184-b278-fc2ba7a9bc4d,100 / 100
361,0d81df22-243d-48a5-829e-9b4954d5cd5b,90 / 100
362,b1d1a983-98bc-441f-96bf-b92fd2c78493,70 / 100
363,4073acaa-d216-4e04-8729-bfadada4d095,75 / 100
364,95d5bb8d-2790-43d4-a0a3-970e5fe6ac19,65 / 100
365,60a29855-f1ba-4d16-a0e5-45fdc18d8780,95 / 100
366,1da45063-2dc1-41f2-88ea-7f61fe7f9a19,50 / 100
367,3ad458ed-6069-4907-a71e-efda23c5abff,100 / 100
368,0d5f41b7-3ab8-478c-836a-767823fd4c82,90 / 100
369,ec3f623a-65f2-4b0d-937b-d0d1c4325976,95 / 100
370,ce6e85c5-f384-4d46-b67e-a4ca72252a0a,100 / 100
371,22573f4b-b316-4b08-8b75-d05541ea7fcd,95 / 100
372,558a3ec4-7fbc-40e7-9553-f8cff87516c7,100 / 100
373,93cc8629-4757-4a91-acbe-cb586e385c66,95 / 100
374,ff4a3b75-5599-4d90-95f0-8a1bf29c5849,50 / 100
375,a59fa924-4733-471c-8754-f6595cd0e6f1,85 / 100
376,8c45b709-a6d6-49b8-b996-e76dc0934213,100 / 100
377,789b8d4b-a8d0-430d-9fd4-29d445b2f6f2,85 / 100
378,c233c56b-6f1a-4f53-9f27-e39f5220f9d3,85 / 100
379,357a2790-e856-4dd3-a0f5-8f6e14d0267f,90 / 100
380,d9196f86-a4c4-48aa-89e6-1f61947b8201,60 / 100
381,689f72f3-8a26-4eb9-abf2-c41108bc5bb6,100 / 100
382,c1843817-41a0-4488-9c7a-5a537f4659b5,85 / 100
383,752ccf1a-c3a9-463a-af5a-ee8a0815ddad,100 / 100
384,bd3c3d70-fe18-477c-bdc3-51c106bd41b5,90 / 100
385,802f27c7-ea1a-4e42-97b3-8174f236e379,90 / 100
386,d6d28a99-70f3-4053-961c-029e34621e96,60 / 100
387,64f2a8ab-33f5-42c6-9ba5-54e65b6b5af4,95 / 100
388,b57fcc40-677a-40da-9faa-265af0fca89d,80 / 100
389,dfc7c753-24c4-4193-ae2b-2ee1af876a13,65 / 100
390,f96dc1f6-d3a8-4cf6-a3ab-6a1182d41edd,100 / 100
391,a14d25d1-f7f8-4220-8946-96cf6b19cae9,65 / 100
392,2384d785-bbf8-4c79-be46-5e56d3e5feee,90 / 100
393,88c6509b-cbe2-47c6-ad02-97c92e300c48,70 / 100
394,d8eb4bf2-57a4-4a6a-8865-4ce0bf2c9e12,95 / 100
395,f627af83-24c8-4c96-a7fd-4e60eddea09e,70 / 100
396,0aa927af-2e14-47b5-bb75-c1c700b13262,90 / 100
