,id,Kualitas materi ,Siapa trainer pada hari ini ?,Kualitas trainer ,jumlah_kehadiran
73,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,5,ars,5,18
74,db173744-710a-445d-926a-2475e28a6a1f,4,ars,4,15
75,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,4,ars,5,22
76,d0635b9d-75d2-410b-88f3-65c842f791ab,4,mf,5,10
77,74e5f3d2-cf26-41e7-8d59-84141179ddaa,4,mf,4,23
78,97774060-01f6-4a1f-8fba-bd5bb8825da8,5,mf,5,21
79,d0635b9d-75d2-410b-88f3-65c842f791ab,5,mf,5,10
80,6e8ade7a-7571-4a9a-bd3e-437b935918c9,5,ars,5,6
81,8466868d-3b97-4c27-bd52-4a2e0aacecfe,5,ars,5,10
82,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,5,ars,5,18
83,db173744-710a-445d-926a-2475e28a6a1f,4,ars,4,15
84,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,ars,5,22
85,97774060-01f6-4a1f-8fba-bd5bb8825da8,4,mf,5,21
86,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,ars,5,22
87,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,5,ars,5,18
88,8466868d-3b97-4c27-bd52-4a2e0aacecfe,5,ars,5,10
89,db173744-710a-445d-926a-2475e28a6a1f,5,ars,4,15
90,6e8ade7a-7571-4a9a-bd3e-437b935918c9,5,ars,5,6
91,6e8ade7a-7571-4a9a-bd3e-437b935918c9,5,ars,5,6
92,74e5f3d2-cf26-41e7-8d59-84141179ddaa,5,mf,5,23
93,97774060-01f6-4a1f-8fba-bd5bb8825da8,5,mf,5,21
94,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,ars,5,22
95,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,5,ars,5,18
96,db173744-710a-445d-926a-2475e28a6a1f,5,ars,5,15
97,c134637f-d268-494e-9390-210ef53a0be6,4,ars,5,2
98,8466868d-3b97-4c27-bd52-4a2e0aacecfe,5,ars,5,10
99,74e5f3d2-cf26-41e7-8d59-84141179ddaa,5,mf,5,23
100,97774060-01f6-4a1f-8fba-bd5bb8825da8,5,mf,5,21
101,74e5f3d2-cf26-41e7-8d59-84141179ddaa,5,mf,5,23
102,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,ars,5,22
103,db173744-710a-445d-926a-2475e28a6a1f,4,ars,5,15
104,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,4,ars,4,18
105,8466868d-3b97-4c27-bd52-4a2e0aacecfe,4,ars,5,10
106,97774060-01f6-4a1f-8fba-bd5bb8825da8,5,mf,5,21
107,8466868d-3b97-4c27-bd52-4a2e0aacecfe,5,mdn,5,10
108,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,mdn,5,22
109,db173744-710a-445d-926a-2475e28a6a1f,4,mdn,4,15
110,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,5,mdn,4,18
111,8466868d-3b97-4c27-bd52-4a2e0aacecfe,4,mdn,4,10
112,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,mdn,5,22
113,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,4,mdn,4,18
114,db173744-710a-445d-926a-2475e28a6a1f,4,mdn,4,15
115,8466868d-3b97-4c27-bd52-4a2e0aacecfe,4,mdn,4,10
116,db173744-710a-445d-926a-2475e28a6a1f,4,mdn,4,15
117,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,mdn,5,22
118,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,5,mdn,5,18
119,8466868d-3b97-4c27-bd52-4a2e0aacecfe,4,mdn,4,10
120,c134637f-d268-494e-9390-210ef53a0be6,5,mdn,5,2
121,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,mdn,5,22
122,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,4,mdn,4,18
123,db173744-710a-445d-926a-2475e28a6a1f,4,mdn,4,15
124,74e5f3d2-cf26-41e7-8d59-84141179ddaa,5,mfars,5,23
125,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,mf,4,15
126,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,mf,5,22
127,8466868d-3b97-4c27-bd52-4a2e0aacecfe,5,mf,5,10
128,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,ars,5,15
129,97774060-01f6-4a1f-8fba-bd5bb8825da8,5,mdn,5,21
130,74e5f3d2-cf26-41e7-8d59-84141179ddaa,4,mdn,4,23
131,ee37855a-ddcd-4ff3-9b20-222d45f7c3bb,4,mf,4,2
132,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,4,mf,4,18
133,74e5f3d2-cf26-41e7-8d59-84141179ddaa,5,mf,5,23
134,ee37855a-ddcd-4ff3-9b20-222d45f7c3bb,4,ars,4,2
135,97774060-01f6-4a1f-8fba-bd5bb8825da8,5,mf,5,21
136,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,5,mdn,5,18
137,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,mdn,4,22
138,97774060-01f6-4a1f-8fba-bd5bb8825da8,5,mf,5,21
139,97774060-01f6-4a1f-8fba-bd5bb8825da8,5,mf,5,21
140,74e5f3d2-cf26-41e7-8d59-84141179ddaa,5,mf,5,23
141,74e5f3d2-cf26-41e7-8d59-84141179ddaa,5,mf,5,23
142,db173744-710a-445d-926a-2475e28a6a1f,4,mdn,4,15
143,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,5,mdn,5,18
144,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,4,mdn,4,22
145,74e5f3d2-cf26-41e7-8d59-84141179ddaa,5,mf,5,23
146,97774060-01f6-4a1f-8fba-bd5bb8825da8,5,mf,5,21
147,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,4,mdn,4,22
148,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,4,mdn,4,18
149,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,4,mdn,5,22
150,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,4,m,4,22
151,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,4,mw,4,22
152,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,4,mw,4,22
153,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,4,mw,4,22
154,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,4,mw,4,18
155,db173744-710a-445d-926a-2475e28a6a1f,4,mw,4,15
156,db173744-710a-445d-926a-2475e28a6a1f,4,mw,4,15
157,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,4,mw,4,18
158,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,mw,5,22
159,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,mfmdn,5,15
160,ea232b53-272b-4b9d-8243-ae1567663e2b,5,mfmdn,5,2
161,84e82477-5fb8-432b-9c0f-6bd0306ca028,5,mf,5,7
162,ea232b53-272b-4b9d-8243-ae1567663e2b,5,ars,5,2
163,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,ars,5,15
164,84e82477-5fb8-432b-9c0f-6bd0306ca028,5,ars,5,7
165,c50a8c1d-4e80-4333-b9b9-4c3fe136fffb,5,mf,5,22
166,db173744-710a-445d-926a-2475e28a6a1f,4,mf,4,15
167,e22d33c9-6ca7-47e5-8ee8-4ac90c3ef837,5,mf,5,18
168,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,ars,5,15
169,84e82477-5fb8-432b-9c0f-6bd0306ca028,5,ars,5,7
170,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,ars,5,15
171,84e82477-5fb8-432b-9c0f-6bd0306ca028,5,ars,5,7
172,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,ars,5,15
173,87d86ef2-8273-4c3b-bf37-288826a6238f,4,mdn,4,1
174,84e82477-5fb8-432b-9c0f-6bd0306ca028,5,ars,5,7
175,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,ars,5,15
176,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,ars,5,15
177,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,ars,5,15
178,84e82477-5fb8-432b-9c0f-6bd0306ca028,5,ars,5,7
179,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,ars,5,15
180,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,ars,5,15
181,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,ars,5,15
182,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,mdn,5,15
183,d8e7fd49-fb6b-4a43-9ca1-b4d4c80a3ee3,5,mdn,5,15
184,84e82477-5fb8-432b-9c0f-6bd0306ca028,5,mdn,5,7
185,ab63b367-3fca-4928-a09d-7193405c35e6,4,ars,4,12
186,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,ars,5,13
187,ccadbee5-4eed-499c-917d-0005cfe48a5d,5,ars,5,8
188,ccadbee5-4eed-499c-917d-0005cfe48a5d,5,ars,5,8
189,ab63b367-3fca-4928-a09d-7193405c35e6,4,ars,4,12
190,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,ars,5,13
191,6a274d5b-677d-4929-aea5-ee7e74b22148,5,mf,5,9
192,cd8ff864-8804-4512-a910-988d817fa0f4,4,ars,4,6
193,cd8ff864-8804-4512-a910-988d817fa0f4,5,mfars,4,6
194,ccadbee5-4eed-499c-917d-0005cfe48a5d,5,ars,5,8
195,6a274d5b-677d-4929-aea5-ee7e74b22148,5,ars,5,9
196,ab63b367-3fca-4928-a09d-7193405c35e6,4,ars,4,12
197,85e43b59-9908-4cd1-8ed5-9b1605d2f7c4,4,ln,4,2
198,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,ars,5,13
199,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,ars,5,13
200,ccadbee5-4eed-499c-917d-0005cfe48a5d,5,ars,5,8
201,ab63b367-3fca-4928-a09d-7193405c35e6,4,ars,4,12
202,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,mf,5,13
203,ccadbee5-4eed-499c-917d-0005cfe48a5d,5,mf,5,8
204,6a274d5b-677d-4929-aea5-ee7e74b22148,5,mf,5,9
205,ab63b367-3fca-4928-a09d-7193405c35e6,4,mf,4,12
206,85e43b59-9908-4cd1-8ed5-9b1605d2f7c4,5,mf,5,2
207,cd8ff864-8804-4512-a910-988d817fa0f4,4,ars,4,6
208,cd8ff864-8804-4512-a910-988d817fa0f4,4,mf,4,6
209,ccadbee5-4eed-499c-917d-0005cfe48a5d,5,ars,5,8
210,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,ars,5,13
211,ab63b367-3fca-4928-a09d-7193405c35e6,4,ars,4,12
212,6a274d5b-677d-4929-aea5-ee7e74b22148,5,ars,4,9
213,cd8ff864-8804-4512-a910-988d817fa0f4,4,ars,4,6
214,ab63b367-3fca-4928-a09d-7193405c35e6,4,ars,4,12
215,ccadbee5-4eed-499c-917d-0005cfe48a5d,5,ars,5,8
216,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,ars,5,13
217,cd8ff864-8804-4512-a910-988d817fa0f4,4,ars,4,6
218,ccadbee5-4eed-499c-917d-0005cfe48a5d,5,mw,5,8
219,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,mw,5,13
220,ab63b367-3fca-4928-a09d-7193405c35e6,4,mw,4,12
221,ab63b367-3fca-4928-a09d-7193405c35e6,4,ars,4,12
222,6a274d5b-677d-4929-aea5-ee7e74b22148,5,mf,5,9
223,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,ars,5,13
224,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,ars,5,13
225,6a274d5b-677d-4929-aea5-ee7e74b22148,5,ars,4,9
226,ab63b367-3fca-4928-a09d-7193405c35e6,4,ars,4,12
227,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,ars,5,13
228,ab63b367-3fca-4928-a09d-7193405c35e6,4,ars,4,12
229,6a274d5b-677d-4929-aea5-ee7e74b22148,5,ars,5,9
230,6a274d5b-677d-4929-aea5-ee7e74b22148,5,ars,5,9
231,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,ars,5,13
232,ab63b367-3fca-4928-a09d-7193405c35e6,4,ars,4,12
233,f75086c6-4400-490d-896f-66d7cedbaff8,4,mf,5,4
234,96b55982-d833-4d5f-98ed-289bb9db0cad,5,mf,5,2
235,e420c585-c64b-42ae-9678-669201c3e5e7,5,mf,5,4
236,b56f24c7-ae4f-4c6c-9afe-69a2aaf49d25,5,mf,5,4
237,e420c585-c64b-42ae-9678-669201c3e5e7,5,rab,5,4
238,b56f24c7-ae4f-4c6c-9afe-69a2aaf49d25,5,rab,5,4
239,f75086c6-4400-490d-896f-66d7cedbaff8,5,ra,4,4
240,e420c585-c64b-42ae-9678-669201c3e5e7,5,ra,5,4
241,f75086c6-4400-490d-896f-66d7cedbaff8,5,ra,5,4
242,b56f24c7-ae4f-4c6c-9afe-69a2aaf49d25,5,ra,4,4
243,e420c585-c64b-42ae-9678-669201c3e5e7,5,ra,5,4
244,b56f24c7-ae4f-4c6c-9afe-69a2aaf49d25,5,ra,5,4
245,96b55982-d833-4d5f-98ed-289bb9db0cad,4,ra,4,2
246,f75086c6-4400-490d-896f-66d7cedbaff8,4,ra,4,4
247,c9a82866-52ad-4597-8b87-453b4bc3a9d7,5,ars,5,13
248,6a274d5b-677d-4929-aea5-ee7e74b22148,5,ars,5,9
249,d5bb291b-06cc-4dec-968a-ce7db7529f77,4,mdn,5,28
250,a47a4348-5295-48e9-aea3-acb821b95f11,3,mdn,5,23
251,6182a456-4de8-43e2-b54f-5836017a532d,4,mdn,4,19
252,50bc13c3-0c72-4cab-a0af-b1569c6608e6,4,mdn,4,30
253,44ca9a06-8b5d-42d1-a313-dfee18559727,4,je,3,28
254,b8711a0e-32ab-47db-aeb9-91be60b918a4,5,ars,5,18
255,a8272db8-0e9f-4372-a757-661bd02f9051,5,mf,4,26
256,f09830ac-90c9-4f96-82d2-30a969c28516,5,mdn,5,23
257,207a3175-fda0-43fb-8b30-c257bf055847,5,ars,5,29
258,dfc7c753-24c4-4193-ae2b-2ee1af876a13,4,mdn,3,30
259,60a29855-f1ba-4d16-a0e5-45fdc18d8780,4,mf,4,28
260,f5d4a203-e308-452c-86e4-9412e871f2e8,5,mdn,5,19
261,b201d5cd-6e38-4c63-8347-e1dbd89720e9,4,mw,5,24
262,1e22ce44-7a97-4f75-b7f5-d47bd96a8342,3,mdn,4,22
263,ff9d3a2b-707a-4274-9447-421946699738,5,mdn,4,25
264,a9c35b24-76a8-4b67-addd-81845fb390c7,5,ars,5,29
265,0c2d68f2-4d17-4dab-b9a1-d0bdf4e10ce4,4,mf,5,22
266,e6574fcd-b5fd-40b8-b94a-e3fdf1c887b6,5,ars,5,24
267,9f60f579-c330-400e-a75a-6d0d289424c1,5,mdn,5,19
268,6682a9bf-56ba-4596-8da7-14e90a00dcd4,5,ars,4,29
269,e18562d7-a549-49e1-ade6-2373fed3787d,5,mw,5,22
270,96491651-a46d-4fae-84ea-64c3c00a3071,5,mdn,5,19
271,ebd78cae-0a5d-43ed-bf3e-b6c496bd4b64,5,mdn,4,26
272,8aef2d51-8022-4436-a3a6-8c80ea4e0d91,5,ars,4,29
273,83da35e2-88ab-4562-9f43-c192ecdaed1e,5,mdn,5,18
274,de511cef-1fc8-493b-bb99-d9ba30a042c9,4,mf,5,28
275,daba59b7-3cb9-4533-b8a8-9e0562490dd2,5,mfarsmdn,5,23
276,d5b84e64-0316-493b-9d2d-3d5a49490e9c,5,ars,5,21
277,2f520f04-c2d9-4b9c-a029-6f9df9507b70,5,mw,5,20
278,da651f2b-7264-419b-86f7-c68c199ab2eb,5,ars,3,22
279,dac33426-3c77-4e9c-807c-3ecdc261339f,5,mdn,5,20
280,a5a4ee5b-8385-4dfb-9185-a1deb1531cdb,5,mdn,5,28
281,af8a0613-364e-42b4-903f-c2ea6ed41cea,4,ars,5,26
282,3cd61aab-db88-4ef9-8be4-5f94ff9698e7,5,ars,4,20
283,26180c48-bfbb-4af5-b4ff-6a1aa15b9f84,4,-,5,28
284,b08e0cea-9237-4a5a-87d6-3f72a313ae3f,4,mdn,4,29
285,f21916d7-d541-4ce8-a39b-d7f0276da589,4,mdn,5,21
286,6e1d86b6-1249-4c44-a984-f1ea046d19b8,5,mdn,5,19
287,dd17fd3c-6723-465c-8b53-ce5998b51003,4,ars,4,20
288,fcf4ee65-4267-4b08-bb3d-1860d83cb6e0,3,mdn,5,29
289,5d8a1dd5-498e-47ba-8bfc-62763467a996,5,ars,5,27
290,6e77a16f-1fc0-43a6-bf10-ef592e2084ea,5,mf,4,28
291,a4272ae2-4e7e-4252-a49a-10445c387bc6,5,mfars,5,29
292,ba649e58-8a55-492c-bf39-5d660ebef5c7,5,mw,3,20
293,efee5412-be59-448d-9f6e-9a7dcf201113,5,ars,5,29
294,1bfa930d-cf1c-479b-87e4-bae0f9073321,4,mf,5,23
295,789055e5-3d0a-423a-bd82-c9fcfdf03bac,5,ars,5,30
296,b08e0cea-9237-4a5a-87d6-3f72a313ae3f,5,ars,4,29
297,eb698920-996b-4bbd-b8a5-7414f307aa42,5,mf,5,21
298,606ef552-6427-489e-aec2-43a4a17643e2,5,ars,4,20
299,ae0bc742-9002-4ac9-b183-a2041b84bc8b,5,mdn,5,28
300,65f9bddd-fe54-4b4a-b2fa-8104c5db89c0,4,mdn,4,30
301,ed9b6e30-d898-4452-97e1-ccbcff4a27bb,5,mf,4,18
302,afcb575e-c985-4e48-8663-6e73dd6dbe65,5,ars,5,29
303,49b93c8d-21cf-4307-90e1-12f87a2a75a4,4,mf,5,26
304,d13135a7-9a68-4169-815e-981149a54291,5,mdn,5,27
305,58326bf0-4f33-4c16-b328-cc206f87d423,5,ars,5,28
306,7c7aeed7-f005-426d-aafd-368700609ba0,4,ars,5,22
307,3d110c2c-e912-45ac-b49c-d55781dd00dd,5,mdn,4,26
308,49b93c8d-21cf-4307-90e1-12f87a2a75a4,5,mdn,5,26
309,9b87a188-a71f-4d7a-bb50-b7fae8022f80,5,mdn,5,27
310,9fd059e2-db33-4855-9374-7ccccc82e66e,5,ars,5,22
311,cbaaf4cd-85c3-4140-9033-acedf90fa1cb,5,mdn,5,22
312,0fe94c00-c05c-4d31-9f39-7d31012ea47a,5,mf,5,24
313,ca5c06a4-b01e-4e89-b6e0-507d13da74e9,5,ars,5,27
314,3957973a-682a-4959-b576-9a085c8a44ae,3,ars,5,28
315,90f03727-0a86-4f64-8828-9b8d6d2a0650,5,ars,4,28
316,0fe94c00-c05c-4d31-9f39-7d31012ea47a,5,ars,3,24
317,ae40a3a5-e900-4cbc-8955-280bd7529d92,5,mf,4,21
318,5febecf8-2d9f-471b-9303-cd8dd0f658af,5,mf,5,28
319,e835a550-12b8-48aa-84a8-7fc1c8b1e775,4,mdn,3,18
320,20d213ef-76bf-41bb-bc87-9ffcfa2127bc,5,ars,4,26
321,dfc7c753-24c4-4193-ae2b-2ee1af876a13,5,mdn,5,30
322,6b544598-bc17-4e6f-9cd4-987f46c83902,5,mdn,5,19
323,1efd7e76-acea-457d-b43c-d2c538c532b2,3,mdn,4,22
324,3957973a-682a-4959-b576-9a085c8a44ae,5,mf,5,28
325,9c190f0c-c070-4a52-946b-462086f30106,4,mdn,4,25
326,9a61b41c-a3e3-4ee1-b5d0-fd87681fe92a,4,mdn,5,21
327,1c8b2fc6-6dea-4184-9cb0-5dfbe49b73da,3,ars,4,30
328,e8cf2675-3727-4525-970c-77eff23acff5,3,ars,3,22
329,49b93c8d-21cf-4307-90e1-12f87a2a75a4,3,ars,4,26
330,ad7840ca-5f92-40dd-963a-5f8460b3a9dd,5,ars,5,18
331,c7cccd38-9e0f-4c94-acfb-557606e7aadf,5,ars,5,22
332,5e6e310e-6abc-4e1a-b8e6-75b0a5b991b2,4,ars,4,28
333,a133b00f-54e3-42c5-87db-f89de83c6874,4,ars,4,20
334,366c8261-243e-4eab-9695-6df81979597a,5,mw,5,18
335,c4cf804a-7759-4269-8562-c7141d2c18c7,5,je,3,24
336,be1f9c71-c6b8-48c6-84bb-6ef5174954aa,3,ars,5,20
337,7c032388-80b3-48e9-be91-56bf32f69e9c,5,mf,5,29
338,c7bf0ed5-820e-4544-920d-c50b944dec2c,3,mdn,4,26
339,df68b52d-88f5-4b15-9731-39301acac35b,5,mw,3,24
340,2af566fa-f86c-462b-b3cf-5868069d103e,4,-,4,21
341,26180c48-bfbb-4af5-b4ff-6a1aa15b9f84,4,mdn,5,28
342,8905a79c-4956-4918-b85f-f194e57c2e62,5,ars,3,24
343,1b06ccbe-4819-4c66-9629-77abef688416,3,ars,4,25
344,3ad458ed-6069-4907-a71e-efda23c5abff,5,ars,5,28
345,83cff052-3ad9-416d-b26e-4797eccc0f10,4,ars,5,25
346,4f727795-2eba-42fd-97a6-dd7a8a15282b,5,mw,5,19
347,50bc13c3-0c72-4cab-a0af-b1569c6608e6,5,mdn,5,30
348,34099491-cba6-4b79-9c62-38e83f1cf9db,4,mdn,4,22
349,a21eedda-983a-47dd-81fc-20e1b1f34d9e,5,mdn,4,26
350,663c3978-6013-4a55-9a58-5d538e435021,5,mdn,5,25
351,7428131a-f272-433f-b7ae-725af2ab628d,4,ars,3,29
352,66435fb2-4e78-43d7-952d-d83ed97c5590,4,ars,5,21
353,2af566fa-f86c-462b-b3cf-5868069d103e,3,mdn,5,21
354,899d5675-9fe8-4dde-af03-7b62ba95428c,4,ars,5,22
355,88c6509b-cbe2-47c6-ad02-97c92e300c48,5,ars,5,30
356,c4cf804a-7759-4269-8562-c7141d2c18c7,5,mdn,5,24
357,22b43ba7-0a64-49dd-bf2f-b6920e84a056,5,mf,5,18
358,792a10ac-a9bb-45ce-af93-7a2619ef61fe,4,ars,4,30
